name,337-10_f,337-11_f,337-12_f,337-13_f,337-14_f,337-15_f,337-16_f,337-17_f,337-18_f,337-19_f,337-1_f,337-20_f,337-21_f,337-22_f,337-23_f,337-24_f,337-2_f,337-3_f,337-4_f,337-5_f,337-6_f,337-7_f,337-8_f,337-9_f
ENSMUSE00001451160,33,13,287,151,33,47,418,109,37,13,321,204,63,0,67,324,140,14,230,221,166,96,547,93
ENSMUSE00001448853,32,12,282,150,27,45,413,109,35,12,329,202,63,0,63,324,110,14,221,217,137,79,522,93
ENSMUSE00001319473,17,6,257,112,10,39,367,73,26,9,250,180,48,0,56,305,24,9,182,147,79,53,472,68
ENSMUSE00001319819,2,3,42,10,1,7,64,3,7,6,32,30,1,0,8,48,3,2,20,14,14,2,72,4
ENSMUSE00001448605,0,1,5,10,2,3,2,0,0,0,4,0,1,0,3,0,18,3,6,5,19,3,7,0
ENSMUSE00001085322,28,8,17,29,68,19,27,50,27,11,111,19,18,0,14,16,245,21,40,127,165,48,89,13
ENSMUSE00001317590,0,1,1,2,0,0,0,1,1,1,5,0,1,0,0,0,16,2,1,8,5,6,8,0
ENSMUSE00001448026,3,3,5,3,5,6,10,7,9,6,1,7,1,0,7,1,17,6,13,6,13,7,7,2
ENSMUSE00001448123,6,1,8,4,0,4,1,6,6,7,7,0,1,0,5,1,3,2,9,2,3,0,3,2
ENSMUSE00001448117,17,12,17,9,1,17,3,18,18,10,13,9,2,0,5,2,17,12,10,2,18,6,5,5
ENSMUSE00000321375,290,273,1335,828,112,664,1009,2014,543,369,5200,835,1442,0,419,457,551,260,1006,3316,987,246,1090,461
ENSMUSE00001451107,48,34,135,118,16,66,98,241,66,31,619,112,173,0,56,48,61,33,116,398,96,23,108,95
ENSMUSE00000872910,48,270,1370,1176,62,710,2352,792,153,372,1815,1171,707,0,606,1100,177,323,1422,1791,573,530,2710,672
ENSMUSE00000657192,82,478,2264,2392,92,1285,3948,1943,247,597,4786,1863,1656,0,1033,1796,293,498,2328,4209,948,854,4518,1183
ENSMUSE00001212986,30,232,1020,1022,46,554,1755,549,113,260,1488,875,456,0,397,817,133,231,1083,1485,425,406,2110,548
ENSMUSE00000136490,26,132,581,875,19,377,1082,981,55,153,2443,473,781,0,300,456,79,107,597,1961,263,193,1211,372
ENSMUSE00000878635,3,14,73,108,2,48,139,156,9,23,362,56,153,0,37,63,9,6,82,299,36,20,172,40
ENSMUSE00001278684,3,14,71,105,2,47,131,156,9,23,350,55,155,0,36,62,8,6,80,293,34,19,166,40
ENSMUSE00001217991,9,49,240,344,8,144,426,415,25,66,1008,208,400,0,131,193,26,40,216,860,119,83,503,149
ENSMUSE00001316163,2,0,3,2,3,1,2,1,1,0,6,0,0,0,1,0,12,0,4,4,9,6,4,2
ENSMUSE00000890734,25,16,54,34,9,32,35,26,36,20,67,23,21,0,24,16,27,7,26,33,46,13,24,33
ENSMUSE00001450329,1,2,6,2,2,2,4,2,2,2,10,2,0,0,1,5,3,1,6,4,2,1,7,0
ENSMUSE00000907433,2,2,19,4,0,3,2,3,6,2,12,6,2,0,3,0,0,2,4,8,3,2,5,1
ENSMUSE00000832787,2,1,0,2,8,3,1,2,6,1,8,0,0,0,0,0,34,2,5,14,26,4,11,2
ENSMUSE00000806341,3,3,9,16,22,7,20,13,14,4,65,12,3,0,1,4,49,4,11,48,38,6,30,10
ENSMUSE00000335649,3,3,9,16,22,7,20,14,15,4,70,12,3,0,1,4,56,4,11,56,40,6,32,11
ENSMUSE00000733599,2,1,0,2,8,3,1,2,6,1,8,0,0,0,0,0,33,2,5,14,25,4,11,2
ENSMUSE00001122441,0,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,9,0,0,2,1,2,1,0
ENSMUSE00001448577,0,1,9,1,2,3,4,2,1,1,4,2,1,0,3,3,3,2,3,3,9,3,1,4
ENSMUSE00000541922,12,5,9,10,21,12,13,22,8,6,52,3,12,0,4,7,78,15,18,41,58,15,25,11
ENSMUSE00001427562,56,39,122,94,13,109,122,151,100,39,408,74,108,0,54,66,85,31,66,250,155,36,92,58
ENSMUSE00001057450,70,47,135,118,16,128,153,173,122,46,472,84,124,0,70,78,106,36,80,280,190,40,111,79
ENSMUSE00001424638,40,35,113,75,10,89,113,132,88,34,351,65,101,0,43,55,77,29,60,216,137,33,82,44
ENSMUSE00000354038,0,11,39,0,0,28,24,0,1,8,3,23,1,0,19,16,1,4,10,3,4,4,6,0
ENSMUSE00001450467,215,122,139,319,95,206,140,629,333,111,592,122,481,0,151,95,271,95,127,527,322,110,154,250
ENSMUSE00001449188,73,41,45,110,30,74,46,148,123,36,211,38,149,0,59,32,78,26,43,174,116,34,45,75
ENSMUSE00000541865,215,122,139,319,95,206,140,629,334,111,592,122,481,0,151,95,271,95,127,526,322,110,154,250
ENSMUSE00001448298,28,8,22,50,17,28,17,47,50,20,82,11,54,0,35,20,36,11,23,68,56,15,23,24
ENSMUSE00000299433,10,3,11,33,5,3,4,102,6,6,61,10,97,0,7,1,14,4,3,54,4,4,4,43
ENSMUSE00001422789,7,2,7,22,4,2,1,61,4,5,30,5,61,0,6,1,5,3,2,36,1,2,2,28
ENSMUSE00001427076,8,3,8,22,5,2,3,67,4,6,41,6,72,0,7,1,7,4,3,35,1,1,2,35
ENSMUSE00000299403,10,3,11,31,5,3,4,94,6,6,57,8,96,0,6,1,14,4,3,51,3,3,4,42
ENSMUSE00001447864,4,2,4,10,2,1,2,36,0,2,24,1,36,0,3,0,2,1,1,12,1,0,1,19
ENSMUSE00001427846,2,0,3,6,1,1,2,13,1,0,12,2,14,0,0,0,6,0,0,4,2,1,2,5
ENSMUSE00001423185,0,0,0,3,0,0,0,9,1,0,4,2,6,0,0,0,1,0,0,3,0,0,0,0
ENSMUSE00000657173,0,0,0,0,6,0,0,2,2,0,3,0,0,0,0,1,3,0,4,4,5,2,2,0
ENSMUSE00000838269,42,53,80,79,15,67,86,59,62,58,105,58,41,0,54,63,65,34,64,60,68,50,69,84
ENSMUSE00001269120,90,105,163,135,35,135,167,138,131,94,159,139,69,0,112,120,143,108,129,97,167,96,154,141
ENSMUSE00000751797,44,60,87,82,15,74,95,62,65,60,108,64,42,0,60,70,73,38,65,60,75,50,73,87
ENSMUSE00001225357,32,44,56,56,11,51,58,45,44,42,76,46,32,0,42,46,48,24,43,49,45,34,43,64
ENSMUSE00001271227,42,81,112,82,18,85,114,99,85,52,109,91,50,0,75,83,81,72,83,68,112,61,110,93
ENSMUSE00000855526,18,45,74,43,8,49,81,59,48,28,52,60,27,0,49,46,50,53,51,35,69,36,74,57
ENSMUSE00000657166,12,777,1704,53,16,1501,1626,148,16,844,104,1356,150,0,1282,995,37,639,1310,110,39,578,1300,25
ENSMUSE00001447951,12,711,1555,43,15,1392,1487,132,18,777,77,1261,137,0,1199,946,29,600,1251,87,39,546,1217,18
ENSMUSE00000139327,9,421,833,31,9,769,790,65,5,426,29,661,87,0,689,525,14,330,699,43,20,283,694,8
ENSMUSE00001426396,588,597,729,470,339,989,722,644,960,565,664,695,446,0,804,574,902,523,647,443,1212,446,672,524
ENSMUSE00000541812,588,597,729,470,339,989,723,644,961,565,662,695,446,0,804,574,902,523,647,443,1213,446,672,525
ENSMUSE00001428408,68,82,106,46,33,115,88,57,116,78,88,101,44,0,86,70,132,59,74,62,154,53,87,65
ENSMUSE00001427052,542,541,667,439,313,908,671,609,893,519,611,630,413,0,745,528,820,484,595,405,1118,409,610,488
ENSMUSE00001422312,44,66,61,51,17,93,75,44,82,59,40,79,44,0,93,59,86,46,72,49,122,35,80,45
ENSMUSE00001426100,73,81,77,83,69,121,82,132,139,65,127,81,77,0,99,82,99,77,73,68,121,59,80,116
ENSMUSE00001428470,50,45,49,48,31,56,39,73,94,34,65,67,53,0,46,35,71,33,45,48,68,30,40,56
ENSMUSE00001425150,113,101,86,109,93,138,100,165,148,89,141,115,103,0,110,90,147,74,103,87,174,65,90,112
ENSMUSE00001425355,73,67,58,68,65,89,66,118,95,57,105,78,72,0,76,58,102,56,72,58,110,45,55,83
ENSMUSE00001425362,37,36,29,35,31,56,39,51,35,23,40,43,38,0,39,30,48,19,45,31,53,18,45,36
ENSMUSE00001425368,60,47,35,44,56,80,58,77,59,40,58,53,45,0,40,40,57,32,52,37,92,24,52,50
ENSMUSE00000340941,28,31,77,175,12,61,169,140,45,23,167,78,110,0,86,117,40,34,107,90,86,56,225,166
ENSMUSE00001450636,9,13,35,51,4,23,66,44,21,8,76,28,34,0,33,49,13,11,45,32,41,12,67,43
ENSMUSE00000382073,356,209,305,213,179,335,226,265,417,282,310,248,263,0,256,157,363,253,245,314,401,201,175,213
ENSMUSE00000515939,96,1804,2241,39,41,3149,1955,51,124,1772,42,1984,104,0,2086,1253,133,1419,2225,53,134,1106,1810,54
ENSMUSE00000887431,96,1804,2241,39,41,3149,1955,51,124,1772,42,1984,104,0,2086,1253,133,1419,2225,53,134,1106,1810,54
ENSMUSE00000802352,6,105,142,1,3,203,131,3,6,111,0,127,11,0,134,68,11,90,136,2,12,58,111,5
ENSMUSE00000783229,18,307,351,8,10,527,333,12,25,266,4,290,15,0,328,192,27,268,373,9,18,185,273,3
ENSMUSE00000292541,2360,831,2529,3901,1140,1336,2529,4267,3072,929,3549,1911,3420,0,1069,1589,3423,838,2500,3274,4098,847,2877,3786
ENSMUSE00000292562,2360,831,2529,3902,1140,1335,2529,4267,3072,929,3549,1911,3420,0,1069,1589,3423,838,2500,3274,4098,847,2877,3786
ENSMUSE00000831046,465,150,419,652,238,241,421,583,555,180,563,337,429,0,199,288,626,169,438,459,721,153,495,651
ENSMUSE00000826585,23,11,30,54,23,7,16,49,35,6,42,18,39,0,11,18,35,5,32,52,38,12,27,50
ENSMUSE00000292272,272,127,290,505,148,167,291,521,375,100,430,221,341,0,122,248,366,78,287,381,381,98,306,525
ENSMUSE00001252668,621,487,718,703,248,922,655,1714,1276,544,1701,552,1512,0,682,399,1014,388,607,1436,1289,374,600,552
ENSMUSE00000606684,1424,1089,1434,1508,604,1860,1386,3742,2669,1141,3422,1156,3237,0,1338,917,2166,837,1218,2779,2484,758,1336,1359
ENSMUSE00001228680,1424,1089,1436,1508,605,1862,1386,3743,2676,1141,3422,1157,3242,0,1338,918,2168,839,1220,2779,2486,758,1340,1359
ENSMUSE00001291660,933,771,1022,1064,382,1321,1003,2679,1882,782,2470,784,2398,0,967,638,1518,578,898,2048,1743,512,957,901
ENSMUSE00001308245,185,160,226,237,79,284,199,616,395,164,565,170,593,0,191,114,316,118,177,463,386,103,200,191
ENSMUSE00001227552,706,504,593,706,334,757,607,1721,1176,509,1425,504,1422,0,530,423,946,377,521,1110,988,325,589,741
ENSMUSE00001230093,279,154,189,237,122,254,164,582,384,169,457,157,480,0,161,141,311,129,159,355,323,117,203,247
ENSMUSE00001306528,182,90,101,148,77,151,103,367,229,96,292,90,310,0,87,99,187,76,104,197,195,64,109,169
ENSMUSE00001216663,85,64,76,85,40,103,71,227,145,76,164,66,176,0,61,56,129,51,61,121,132,38,63,95
ENSMUSE00001271492,89,78,77,78,44,86,71,249,144,70,198,77,188,0,67,61,117,44,71,113,132,46,82,108
ENSMUSE00001224033,49,47,42,44,26,46,46,156,101,38,119,43,115,0,39,31,59,26,40,68,76,31,51,67
ENSMUSE00000501194,331,151,115,202,205,184,64,222,399,129,284,102,191,0,133,57,345,133,75,168,411,117,71,165
ENSMUSE00001039024,6,0,16,1,3,5,8,7,6,1,7,8,5,0,1,1,11,2,8,1,11,1,9,6
ENSMUSE00001451091,23,2,53,4,25,20,22,18,31,7,23,28,32,0,8,20,38,6,34,18,55,4,23,9
ENSMUSE00000693829,10,1,19,3,11,6,6,4,17,1,1,12,8,0,4,10,10,2,10,6,19,2,6,1
ENSMUSE00000541491,2081,1354,1617,1247,849,2282,1524,1942,3220,1588,1819,1417,1684,0,2037,994,3443,1208,1549,1497,4081,1074,1560,1061
ENSMUSE00001449097,2518,1611,1863,1569,1084,2646,1725,2368,3831,1810,2195,1630,2020,0,2333,1171,3939,1406,1777,1704,4603,1235,1809,1395
ENSMUSE00000427496,2518,1611,1863,1569,1084,2646,1725,2368,3831,1810,2195,1630,2020,0,2333,1171,3939,1406,1777,1704,4603,1235,1809,1395
ENSMUSE00001450641,2268,1453,1714,1392,927,2456,1620,2141,3514,1682,1982,1505,1842,0,2173,1065,3660,1282,1662,1592,4329,1147,1687,1191
ENSMUSE00001448760,370,301,291,219,149,462,294,274,658,278,308,269,259,0,381,199,663,243,277,229,769,203,333,193
ENSMUSE00000139800,88,53,81,72,48,70,74,134,135,40,111,63,113,0,67,46,108,31,40,102,154,34,46,76
ENSMUSE00000139799,88,53,81,72,48,70,74,134,135,40,111,63,113,0,67,46,108,31,40,102,154,34,46,76
ENSMUSE00001450226,88,53,81,72,48,70,74,134,135,40,110,63,113,0,67,46,108,31,40,102,154,34,46,76
ENSMUSE00001450030,588,536,358,506,344,712,335,780,991,474,584,305,664,0,542,247,645,423,247,429,580,318,286,575
ENSMUSE00000285837,588,536,358,507,344,712,335,780,991,474,584,305,664,0,542,247,645,423,247,429,580,318,286,575
ENSMUSE00001448202,592,545,361,511,352,731,335,791,999,487,593,312,670,0,553,248,657,429,250,434,587,321,289,578
ENSMUSE00001450684,497,437,284,432,300,595,283,668,844,407,485,248,573,0,439,207,523,353,211,345,455,259,230,508
ENSMUSE00000345121,44,15,35,2,49,92,62,3,43,17,8,17,3,0,53,35,26,7,7,4,122,13,21,3
ENSMUSE00000913240,128,118,215,10,40,202,122,44,179,114,23,177,20,0,129,81,156,85,142,20,151,52,91,25
ENSMUSE00000139986,129,119,217,10,40,203,122,44,179,114,23,179,20,0,130,82,157,85,144,20,155,53,93,25
ENSMUSE00001424233,31,36,62,2,13,68,32,15,51,30,3,48,3,0,33,19,53,18,41,2,32,16,22,6
ENSMUSE00001424268,31,26,37,3,7,28,17,10,28,19,2,38,2,0,28,11,21,15,20,4,27,6,10,2
ENSMUSE00001426210,28,24,32,2,7,27,17,6,20,17,2,37,2,0,21,9,16,12,17,4,22,2,7,2
ENSMUSE00001426118,52,48,89,6,18,82,56,17,75,51,14,69,8,0,48,46,56,37,70,8,68,23,41,14
ENSMUSE00001427307,11,8,24,3,3,22,10,9,28,8,4,12,4,0,14,19,20,7,15,2,20,7,14,4
ENSMUSE00000541251,1478,1801,2594,2903,729,3240,3078,2446,2754,2070,4338,2287,1552,0,2646,1916,2946,1524,2660,3597,4337,1540,3576,2539
ENSMUSE00000878505,1475,1798,2592,2887,728,3240,3074,2437,2748,2069,4313,2287,1545,0,2645,1910,2943,1519,2653,3583,4334,1537,3562,2533
ENSMUSE00000927868,93,135,115,215,51,208,157,168,195,107,278,99,135,0,151,112,190,95,135,190,220,68,183,193
ENSMUSE00000877128,357,509,730,1105,142,945,853,1131,756,575,2150,605,619,0,681,550,771,433,784,1771,1143,454,1111,842
ENSMUSE00000277608,18,10,23,22,31,23,21,41,10,14,87,13,23,0,15,18,100,9,33,73,76,25,52,18
ENSMUSE00000657097,18,10,23,22,31,23,21,41,10,14,87,13,23,0,15,18,100,9,33,73,76,25,52,18
ENSMUSE00000657096,7,2,17,12,17,9,14,20,5,4,44,10,20,0,7,8,40,4,17,34,25,9,23,7
ENSMUSE00000693418,49,10,42,67,104,45,32,87,55,18,229,29,40,0,28,20,529,19,80,247,290,79,130,38
ENSMUSE00000495885,0,8,15,16,0,7,30,12,3,2,23,2,13,0,3,14,2,2,5,27,7,5,17,10
ENSMUSE00000736767,0,1,0,2,0,0,1,1,0,0,2,0,0,0,0,0,14,0,2,6,4,4,2,1
ENSMUSE00000798976,0,1,0,2,0,0,2,2,0,0,6,1,0,0,0,0,19,0,2,9,9,5,5,1
ENSMUSE00001448894,16,1,9,8,18,7,10,14,8,5,33,6,8,0,4,2,67,3,11,36,43,10,24,6
ENSMUSE00001451141,6,1,36,4,17,4,22,13,5,4,13,33,3,0,6,13,37,1,50,36,30,14,53,4
ENSMUSE00000138191,23,10,195,32,45,27,101,56,19,17,117,149,20,0,22,62,170,14,192,136,139,64,196,29
ENSMUSE00000138171,16,9,154,27,28,21,75,41,13,9,100,111,17,0,16,47,126,13,136,99,104,47,138,23
ENSMUSE00000483264,172,971,3848,2378,87,2450,4590,3161,341,1295,9794,2681,2645,0,1917,2408,402,933,2934,6165,750,1116,4816,1581
ENSMUSE00000883643,2,13,38,28,0,37,59,55,3,7,156,35,46,0,25,25,5,8,30,89,13,8,52,14
ENSMUSE00000450810,40,232,889,735,23,583,1052,1250,84,302,3268,611,1015,0,486,566,80,217,691,2169,173,256,1207,364
ENSMUSE00001451045,0,0,0,2,0,0,0,3,0,0,7,0,3,0,0,0,2,0,0,1,2,0,0,1
ENSMUSE00001450032,1,0,4,4,0,1,24,0,0,0,1,2,0,0,0,9,0,0,1,2,2,2,21,2
ENSMUSE00001448793,3,3,24,2,1,2,3,3,5,6,4,4,2,0,5,2,9,4,16,3,10,7,7,1
ENSMUSE00000867151,357,293,824,213,121,529,723,348,619,401,659,632,314,0,397,345,623,236,725,479,922,230,764,179
ENSMUSE00001300630,421,403,1121,300,147,705,938,500,782,491,1040,835,404,0,527,463,760,301,979,678,1135,280,1039,236
ENSMUSE00001282453,771,707,1826,656,267,1265,1492,864,1449,864,1742,1373,609,0,931,847,1356,583,1677,1072,1889,515,1728,487
ENSMUSE00001241983,426,405,1135,307,148,713,942,505,786,492,1053,839,407,0,531,468,761,304,982,683,1145,283,1044,238
ENSMUSE00000855872,100,145,342,86,31,237,285,169,201,137,429,233,103,0,157,146,185,91,296,246,264,65,330,74
ENSMUSE00001264029,63,103,248,68,28,173,192,130,147,87,357,161,81,0,102,96,114,60,220,187,181,45,242,57
ENSMUSE00000871569,168,164,435,149,55,301,329,186,378,206,384,329,101,0,211,234,322,152,408,216,416,116,449,110
ENSMUSE00001262783,286,222,503,294,93,406,401,289,512,286,524,385,162,0,309,288,453,218,527,324,571,171,494,217
ENSMUSE00001222955,108,99,205,104,38,168,160,110,212,115,180,145,59,0,113,121,178,89,197,144,229,66,224,64
ENSMUSE00001305686,29,10,21,36,6,25,26,31,36,20,43,16,24,0,18,24,44,22,34,30,44,14,31,30
ENSMUSE00001448096,0,0,7,1,2,3,14,2,0,2,8,2,2,0,4,4,4,5,0,5,5,2,9,2
ENSMUSE00001450064,0,0,5,0,1,3,11,1,0,2,7,1,1,0,2,3,2,3,0,1,5,2,8,2
ENSMUSE00001450539,1,1,12,3,1,7,16,3,0,3,8,10,3,0,4,10,3,3,4,4,3,2,14,3
ENSMUSE00001448054,3,1,0,6,2,2,2,4,0,2,16,2,0,0,1,1,5,0,1,2,5,0,3,3
ENSMUSE00001450290,3,1,0,6,2,2,2,4,0,2,16,2,0,0,1,1,5,0,1,2,5,0,3,3
ENSMUSE00000508659,49,53,114,188,21,114,142,332,84,67,244,99,270,0,94,107,91,65,104,198,124,77,168,196
ENSMUSE00001449335,9,6,22,39,2,32,33,55,10,14,71,21,57,0,21,23,15,12,27,57,26,10,46,27
ENSMUSE00000606459,43,46,102,154,14,109,130,275,73,58,217,95,239,0,83,97,75,55,95,175,110,70,144,175
ENSMUSE00001450211,8,6,20,34,1,27,28,51,10,13,65,16,48,0,19,23,14,12,27,53,21,10,45,21
ENSMUSE00001449462,17,20,23,46,5,28,41,92,24,15,54,26,64,0,23,28,18,18,29,60,25,16,34,63
ENSMUSE00001450395,22,24,31,63,8,31,51,105,28,19,70,36,90,0,27,36,33,21,38,71,35,19,44,79
ENSMUSE00001448106,15,16,26,45,5,26,34,71,25,12,53,28,72,0,20,27,23,16,25,46,26,13,30,53
ENSMUSE00001449996,0,0,1,2,1,0,1,0,0,0,9,0,0,0,0,0,1,1,0,3,3,0,0,0
ENSMUSE00001422681,0,0,1,1,2,0,1,1,0,0,6,1,0,0,0,1,2,0,0,2,5,3,4,0
ENSMUSE00001426531,1,0,0,0,1,0,0,1,1,0,7,0,1,0,0,0,4,0,2,1,3,1,1,0
ENSMUSE00001448438,50,3,11,46,116,22,12,146,47,8,138,6,23,0,19,8,672,27,47,209,234,79,87,80
ENSMUSE00000276652,46,3,11,44,111,22,12,141,43,8,125,5,21,0,18,6,638,27,40,178,199,67,77,75
ENSMUSE00000657031,44,10,29,44,67,38,33,52,42,14,176,18,30,0,25,14,343,14,74,211,265,69,113,30
ENSMUSE00000505311,4,0,0,1,7,1,0,2,1,0,3,1,0,0,1,0,13,0,2,12,9,1,6,0
ENSMUSE00001448010,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0
ENSMUSE00001447847,5,1,0,0,2,1,0,0,1,0,2,2,0,0,0,0,8,2,2,6,11,1,5,0
ENSMUSE00001425870,11,3,7,8,27,8,0,16,9,2,24,2,11,0,7,2,113,2,5,67,66,29,30,7
ENSMUSE00001421604,11,3,7,8,27,8,0,16,9,2,24,2,11,0,7,2,113,2,5,67,66,29,30,7
ENSMUSE00000274092,9,2,8,6,22,4,2,12,10,3,16,2,9,0,6,2,91,3,6,53,55,23,25,3
ENSMUSE00001425720,7,2,8,5,21,4,2,12,8,3,15,2,9,0,6,2,80,3,3,47,49,22,25,2
ENSMUSE00000657028,4,0,2,2,4,0,2,2,5,1,1,0,1,0,2,0,31,1,3,17,22,5,4,3
ENSMUSE00001422069,0,0,1,0,1,0,2,0,1,1,0,0,1,0,0,0,8,0,0,6,8,1,1,1
ENSMUSE00000137528,4,0,1,2,4,0,0,2,5,0,1,0,0,0,2,0,27,1,2,11,18,5,3,3
ENSMUSE00000137515,4,0,1,2,3,0,0,0,3,0,1,0,0,0,0,0,13,0,2,6,9,2,3,2
ENSMUSE00001426256,4,0,1,1,3,0,0,0,3,0,0,0,0,0,0,0,10,0,2,4,7,2,3,2
ENSMUSE00000137543,2,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,9,0,2,4,5,1,0,0
ENSMUSE00001450176,9,3,9,13,7,16,8,20,10,6,43,9,15,0,3,3,35,4,13,41,26,11,14,13
ENSMUSE00000692686,23,35,127,40,8,113,130,40,30,53,58,90,64,0,77,63,36,57,69,40,61,50,78,38
ENSMUSE00000692688,22,36,127,41,8,117,136,40,32,57,57,92,63,0,76,64,37,63,70,39,64,52,82,38
ENSMUSE00001332264,25,14,70,34,6,60,72,29,51,25,128,34,35,0,40,27,45,23,29,97,65,21,65,24
ENSMUSE00000657024,21,12,29,25,4,31,35,15,36,19,68,22,23,0,19,14,30,12,19,50,37,11,25,17
ENSMUSE00000915267,6,1,5,9,10,1,0,14,6,0,30,0,8,0,1,0,32,1,9,20,24,13,17,1
ENSMUSE00001449935,6,1,5,9,10,1,0,14,6,0,30,0,8,0,1,0,32,1,9,20,23,13,17,1
ENSMUSE00000823006,91,20,44,69,160,40,36,139,73,19,266,27,54,0,27,27,635,37,95,356,408,120,197,44
ENSMUSE00000692672,91,20,44,69,160,40,36,139,73,19,263,27,54,0,27,27,633,37,95,356,408,119,195,43
ENSMUSE00000827883,8,1,2,6,14,7,6,16,9,0,27,5,7,0,3,2,79,7,12,46,37,13,34,4
ENSMUSE00001282813,35,5,16,22,67,12,9,58,29,6,88,7,13,0,9,3,296,10,43,142,185,69,88,17
ENSMUSE00001212917,30,5,13,14,56,9,6,41,24,4,64,7,9,0,6,1,223,9,33,105,151,57,77,15
ENSMUSE00000792185,2,0,0,0,15,0,2,13,5,0,16,0,2,0,1,0,66,0,11,22,33,9,14,1
ENSMUSE00001304788,10,2,6,2,31,2,4,21,11,2,36,2,4,0,2,1,101,4,15,47,66,20,34,6
ENSMUSE00001224381,26,4,12,12,50,8,6,38,20,3,57,5,8,0,5,1,196,8,32,86,133,49,69,12
ENSMUSE00001448565,0,1,0,0,0,0,0,0,2,0,3,0,0,0,0,0,7,1,0,5,2,2,2,0
ENSMUSE00000962856,193,62,253,37,79,193,348,70,247,71,92,153,41,0,176,204,274,64,101,71,621,102,283,24
ENSMUSE00001314837,29,9,28,34,19,23,27,7,18,20,50,14,6,0,18,13,15,20,21,40,38,15,18,20
ENSMUSE00001151856,1822,1674,3328,2242,1648,2301,2911,2236,1868,2342,2538,2829,2177,0,2446,2798,1930,2111,3055,2564,1743,2068,3088,2091
ENSMUSE00001447960,7,10,17,11,16,24,13,21,10,6,33,25,12,0,12,10,12,5,24,25,28,12,18,6
ENSMUSE00001449386,2,5,11,5,10,18,7,7,6,3,16,12,6,0,4,5,4,4,13,13,12,7,8,2
ENSMUSE00000455132,11,8,27,28,15,35,30,51,11,16,71,23,24,0,19,10,49,9,11,74,61,20,47,20
ENSMUSE00001449016,5,6,16,18,8,13,17,35,8,12,41,14,12,0,15,7,27,5,9,37,38,11,25,12
ENSMUSE00001448949,0,0,2,0,0,3,0,2,1,0,5,1,1,0,0,1,4,1,1,9,4,2,5,1
ENSMUSE00001447859,3,2,0,1,12,2,2,6,0,1,16,1,4,0,2,0,21,1,2,13,20,6,15,2
ENSMUSE00000837621,76,169,1096,545,33,421,1342,646,168,246,1087,807,653,0,418,633,203,179,1145,1122,378,257,1363,216
ENSMUSE00000834600,76,163,1069,530,33,407,1301,628,164,234,1059,778,638,0,404,610,197,167,1111,1090,367,249,1316,206
ENSMUSE00001228009,65,118,883,408,31,308,928,544,125,186,856,623,531,0,314,463,158,135,876,900,297,208,964,156
ENSMUSE00001300929,105,243,1456,891,47,595,1848,930,226,353,1441,1045,897,0,562,903,272,238,1450,1537,506,335,1857,409
ENSMUSE00001227080,31,96,542,266,18,225,772,214,74,103,507,417,274,0,215,332,91,69,559,531,162,120,813,101
ENSMUSE00001244745,58,167,879,539,31,401,1262,456,132,208,822,661,489,0,347,592,159,135,856,899,289,193,1293,247
ENSMUSE00000723278,4,24,98,60,2,42,163,59,11,36,91,87,40,0,38,82,23,23,108,107,37,24,159,33
ENSMUSE00000733117,0,5,20,16,0,15,34,13,4,5,16,17,18,0,13,14,2,4,14,31,7,6,53,8
ENSMUSE00000137629,14,32,184,134,4,106,241,108,36,40,161,117,111,0,74,132,35,30,147,187,61,35,244,67
ENSMUSE00001251223,10,17,117,81,3,55,145,66,24,24,86,64,64,0,38,81,21,16,87,87,32,18,104,38
ENSMUSE00000798527,10,15,86,71,2,48,104,66,12,23,84,56,51,0,36,61,19,16,66,80,31,17,91,28
ENSMUSE00000794705,3,4,40,41,5,21,42,41,4,14,50,25,37,0,17,34,4,5,44,39,15,6,59,17
ENSMUSE00001448975,2,2,3,3,11,2,0,9,1,0,11,1,5,0,1,1,15,0,2,17,15,6,12,3
ENSMUSE00000777473,0,3,7,12,5,6,8,9,4,4,12,12,3,0,6,8,22,5,5,25,20,9,11,7
ENSMUSE00001068685,0,1,2,1,3,1,1,2,0,1,1,5,2,0,1,2,10,3,3,10,11,2,7,0
ENSMUSE00000812900,2,0,5,2,11,2,5,6,2,0,6,2,0,0,1,2,26,0,9,9,10,5,6,3
ENSMUSE00000657010,2,0,5,2,11,2,5,6,2,0,6,2,0,0,1,2,26,0,9,9,10,5,6,3
ENSMUSE00000433364,2,0,5,2,11,1,5,6,2,0,6,2,0,0,1,2,26,0,8,5,10,4,4,3
ENSMUSE00001451703,3074,2779,5028,1440,1014,5532,3085,3075,6272,3214,5470,3515,2617,0,3760,1344,5513,2169,3317,4121,7483,1620,2687,822
ENSMUSE00000233084,3213,2861,5191,1498,1068,5741,3177,3222,6481,3341,5671,3623,2707,0,3879,1387,5740,2256,3428,4229,7775,1680,2772,881
ENSMUSE00000946196,12,25,17,6,9,29,12,19,30,11,28,19,15,0,15,7,34,5,9,30,39,13,11,6
ENSMUSE00001452476,307,321,548,130,84,617,311,347,620,335,558,383,291,0,419,134,535,223,394,395,755,161,307,60
ENSMUSE00000232905,1052,959,1982,438,336,2011,1264,1066,2145,1176,1707,1374,895,0,1408,566,1878,730,1251,1358,2583,621,1034,227
