# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_f.gff" "-o" "337-17_f.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-17_neg_pSrt.bam
ENSMUSE00001446538	17	15152159	15173058	+	20900	6
ENSMUSE00001100090	17	15375000	15379475	+	4476	0
ENSMUSE00001446771	17	15396202	15433438	+	37237	442
ENSMUSE00000439962	17	15396248	15433583	+	37336	443
ENSMUSE00001447818	17	15403404	15408853	+	5450	117
ENSMUSE00001444109	17	15459805	15460160	+	356	0
ENSMUSE00000718123	17	15499888	15528379	+	28492	275
ENSMUSE00000364010	17	15499901	15517427	+	17527	217
ENSMUSE00000707531	17	15499912	15517427	+	17516	217
ENSMUSE00000855893	17	15499922	15514372	+	14451	179
ENSMUSE00001446448	17	15502989	15504824	+	1836	20
ENSMUSE00000776425	17	15504583	15516868	+	12286	147
ENSMUSE00000742313	17	15515483	15516935	+	1453	15
ENSMUSE00001447218	17	15547816	15550462	+	2647	1
ENSMUSE00001446574	17	15597928	15598448	+	521	0
ENSMUSE00001446600	17	15631763	15634681	+	2919	0
ENSMUSE00001444947	17	15631788	15641104	+	9317	0
ENSMUSE00000374067	17	15704967	15772610	+	67644	3601
ENSMUSE00001260744	17	15704974	15752992	+	48019	2818
ENSMUSE00001209811	17	15705018	15731908	+	26891	1489
ENSMUSE00000135893	17	15738535	15755348	+	16814	1038
ENSMUSE00000135913	17	15756765	15761335	+	4571	200
ENSMUSE00001446153	17	15845280	15846628	+	1349	5
ENSMUSE00001446407	17	16163151	16166084	+	2934	0
ENSMUSE00001445895	17	16557246	16558043	+	798	6
ENSMUSE00001446754	17	16726453	16727116	+	664	0
ENSMUSE00001446419	17	16781621	16782887	+	1267	0
ENSMUSE00001447579	17	16847395	16848079	+	685	1
ENSMUSE00001443832	17	16868918	16869182	+	265	0
ENSMUSE00001446510	17	16889355	16890410	+	1056	0
ENSMUSE00001331471	17	16951539	16974157	+	22619	378
ENSMUSE00001319530	17	16951552	16973677	+	22126	369
ENSMUSE00000503817	17	16972910	16973770	+	861	33
ENSMUSE00000747677	17	17064113	17089628	+	25516	100
ENSMUSE00000769020	17	17121415	17146831	+	25417	136
ENSMUSE00001443979	17	17234872	17266063	+	31192	290
ENSMUSE00001444357	17	17262350	17264870	+	2521	10
ENSMUSE00001319958	17	17294443	17318104	+	23662	346
ENSMUSE00001078570	17	17316078	17319511	+	3434	50
ENSMUSE00000892797	17	17374309	17394899	+	20591	499
ENSMUSE00000135845	17	17374572	17387754	+	13183	298
ENSMUSE00000135843	17	17374590	17385662	+	11073	234
ENSMUSE00000358111	17	17402672	17459387	+	56716	40
ENSMUSE00001275087	17	17448820	17459387	+	10568	1
ENSMUSE00001445268	17	17500343	17500944	+	602	0
ENSMUSE00001445176	17	17648821	17649883	+	1063	0
ENSMUSE00000876140	17	17703747	17735156	+	31410	8
ENSMUSE00001432539	17	17827158	17839071	+	11914	7
ENSMUSE00001433783	17	17827324	17838989	+	11666	7
ENSMUSE00000740815	17	17830719	17832433	+	1715	0
ENSMUSE00000522704	17	17830812	17830879	+	68	0
ENSMUSE00001008616	17	17830893	17832066	+	1174	0
ENSMUSE00001245000	17	17831004	17843009	+	12006	10
ENSMUSE00001311834	17	17831180	17838509	+	7330	3
ENSMUSE00001277091	17	17831444	17837723	+	6280	3
ENSMUSE00001278569	17	17832035	17836153	+	4119	2
ENSMUSE00001021137	17	17832952	17837025	+	4074	3
ENSMUSE00001271327	17	17835949	17838522	+	2574	1
ENSMUSE00001221365	17	17837504	17839071	+	1568	0
ENSMUSE00001231615	17	17837694	17839067	+	1374	0
ENSMUSE00001206848	17	17838281	17839071	+	791	0
ENSMUSE00000983632	17	17838572	17839071	+	500	0
ENSMUSE00000338965	17	17887824	17893952	+	6129	2
ENSMUSE00000613456	17	17887852	17971677	+	83826	11
ENSMUSE00001011954	17	17887888	17893853	+	5966	2
ENSMUSE00001446302	17	17920269	17921312	+	1044	0
ENSMUSE00001446456	17	17920269	17921301	+	1033	0
ENSMUSE00000990041	17	17970458	17971677	+	1220	0
ENSMUSE00001444906	17	17990498	17991464	+	967	0
ENSMUSE00000613436	17	18021733	18022704	+	972	0
ENSMUSE00001444938	17	18049424	18079732	+	30309	3
ENSMUSE00001025616	17	18085016	18136768	+	51753	2
ENSMUSE00001051851	17	18151887	18188886	+	37000	1
ENSMUSE00001444945	17	18298099	18331914	+	33816	2
ENSMUSE00001023636	17	18424078	18460905	+	36828	1
ENSMUSE00001452807	17	18493751	18494999	+	1249	0
ENSMUSE00001447315	17	18573151	18616003	+	42853	236
ENSMUSE00001043305	17	18581727	18598157	+	16431	93
ENSMUSE00001453258	17	18694403	18707120	+	12718	2
ENSMUSE00000962596	17	18763260	18764811	+	1552	0
ENSMUSE00001446729	17	18810835	18841654	+	30820	3
ENSMUSE00001008808	17	18914300	18933667	+	19368	2
ENSMUSE00001021600	17	18914300	18958087	+	43788	9
ENSMUSE00000952596	17	18989621	18990935	+	1315	0
ENSMUSE00001020814	17	19053460	19082411	+	28952	2
ENSMUSE00000976611	17	19141468	19176756	+	35289	5
ENSMUSE00001446798	17	19257930	19277565	+	19636	2
ENSMUSE00001446934	17	19277337	19360785	+	83449	6
ENSMUSE00001078639	17	19279322	19304478	+	25157	0
ENSMUSE00001047389	17	19361949	19401098	+	39150	2
ENSMUSE00001444380	17	19415431	19490072	+	74642	15
ENSMUSE00000961259	17	19453325	19454619	+	1295	1
ENSMUSE00001446410	17	19504732	19535231	+	30500	3
ENSMUSE00000975706	17	19504800	19535231	+	30432	3
ENSMUSE00000997520	17	19577227	19612317	+	35091	3
ENSMUSE00001445915	17	19577227	19596160	+	18934	2
ENSMUSE00000988385	17	19660328	19709533	+	49206	5
ENSMUSE00000950173	17	19727139	19728044	+	906	0
ENSMUSE00001007596	17	19773363	19812536	+	39174	0
ENSMUSE00000991363	17	19838565	19874206	+	35642	6
ENSMUSE00000962090	17	19937217	19938119	+	903	0
ENSMUSE00001449092	17	20049043	20049287	+	245	0
ENSMUSE00001449763	17	20079965	20082301	+	2337	0
ENSMUSE00000998369	17	20345242	20383113	+	37872	3
ENSMUSE00001448410	17	20379063	20379671	+	609	0
ENSMUSE00000958023	17	20405004	20405756	+	753	0
ENSMUSE00001450330	17	20414146	20425343	+	11198	1
ENSMUSE00000901397	17	20419163	20420059	+	897	0
ENSMUSE00001448564	17	20498158	20506148	+	7991	0
ENSMUSE00000341503	17	20502299	20503195	+	897	0
ENSMUSE00000613241	17	20570369	20571198	+	830	5
ENSMUSE00001450081	17	20661558	20662067	+	510	34
ENSMUSE00001449280	17	20682843	20692671	+	9829	0
ENSMUSE00000495912	17	20687508	20688404	+	897	0
ENSMUSE00001448459	17	20729843	20739150	+	9308	0
ENSMUSE00001450407	17	20729870	20739150	+	9281	0
ENSMUSE00001448739	17	20811555	20823627	+	12073	0
ENSMUSE00001447852	17	20811618	20823627	+	12010	0
ENSMUSE00000493437	17	20814495	20815415	+	921	0
ENSMUSE00001448408	17	20840444	20852857	+	12414	0
ENSMUSE00001448042	17	20840450	20852857	+	12408	0
ENSMUSE00000360679	17	20846551	20847501	+	951	0
ENSMUSE00001463220	17	20926165	20938090	+	11926	0
ENSMUSE00000953241	17	20933610	20934548	+	939	0
ENSMUSE00000323583	17	20945311	20965916	+	20606	1587
ENSMUSE00000323554	17	20945487	20958784	+	13298	944
ENSMUSE00001289366	17	20956577	20958837	+	2261	388
ENSMUSE00001311560	17	20956778	20959509	+	2732	446
ENSMUSE00000732073	17	20958741	20960598	+	1858	209
ENSMUSE00000797449	17	20958989	20961942	+	2954	329
ENSMUSE00000798381	17	20960490	20961266	+	777	132
ENSMUSE00001447510	17	20965294	20965905	+	612	108
ENSMUSE00001447019	17	21008903	21043070	+	34168	140
ENSMUSE00001444880	17	21008936	21043044	+	34109	140
ENSMUSE00000135743	17	21008941	21041556	+	32616	138
ENSMUSE00001443780	17	21008957	21013485	+	4529	52
ENSMUSE00000374736	17	21008999	21021127	+	12129	85
ENSMUSE00001323011	17	21091208	21103347	+	12140	1
ENSMUSE00000896857	17	21093172	21094704	+	1533	0
ENSMUSE00001328325	17	21100261	21102455	+	2195	1
ENSMUSE00001019084	17	21129351	21130877	+	1527	0
ENSMUSE00001059258	17	21152562	21154088	+	1527	0
ENSMUSE00001333452	17	21175779	21177305	+	1527	0
ENSMUSE00000996159	17	21198952	21200478	+	1527	1
ENSMUSE00001461009	17	21226087	21235467	+	9381	3
ENSMUSE00000463165	17	21228826	21229815	+	990	0
ENSMUSE00000947504	17	21244841	21245295	+	455	0
ENSMUSE00001463173	17	21256411	21262881	+	6471	1
ENSMUSE00000346209	17	21260427	21262881	+	2455	0
ENSMUSE00001461278	17	21282942	21294007	+	11066	3
ENSMUSE00000491136	17	21286533	21287653	+	1121	1
ENSMUSE00001460393	17	21311865	21314912	+	3048	0
ENSMUSE00000500426	17	21313963	21314909	+	947	0
ENSMUSE00001444542	17	21366847	21376348	+	9502	3
ENSMUSE00000367467	17	21383748	21399265	+	15518	98
ENSMUSE00000613179	17	21423227	21435640	+	12414	27
ENSMUSE00001080537	17	21423233	21435154	+	11922	27
ENSMUSE00000419961	17	21450374	21465587	+	15214	296
ENSMUSE00001448439	17	21488998	21510473	+	21476	914
ENSMUSE00001072364	17	21491256	21509764	+	18509	824
ENSMUSE00001449576	17	21516713	21530995	+	14283	34
ENSMUSE00001449960	17	21530280	21530785	+	506	11
ENSMUSE00001451025	17	21535539	21562601	+	27063	180
ENSMUSE00000970551	17	21555046	21562066	+	7021	16
ENSMUSE00000554389	17	21567008	21588699	+	21692	48
ENSMUSE00001448931	17	21613612	21613822	+	211	1
ENSMUSE00001448714	17	21615500	21656484	+	40985	23
ENSMUSE00001449397	17	21615501	21633173	+	17673	0
ENSMUSE00001449127	17	21632782	21635135	+	2354	0
ENSMUSE00001450053	17	21650624	21664966	+	14343	36
ENSMUSE00000554380	17	21657582	21662540	+	4959	12
ENSMUSE00000481299	17	21690180	21691022	+	843	13
ENSMUSE00000703342	17	21707741	21725636	+	17896	34
ENSMUSE00001209308	17	21730795	21745061	+	14267	2
ENSMUSE00001282726	17	21733680	21736081	+	2402	0
ENSMUSE00001304970	17	21733713	21734917	+	1205	0
ENSMUSE00000703330	17	21733724	21769342	+	35619	4
ENSMUSE00001450512	17	21786856	21789331	+	2476	0
ENSMUSE00000351246	17	21808186	21808444	+	259	0
ENSMUSE00000755554	17	21962552	21994366	+	31815	483
ENSMUSE00000554316	17	21962559	22071168	+	108610	711
ENSMUSE00001023222	17	22361453	22377281	+	15829	250
ENSMUSE00000767864	17	22424222	22447416	+	23195	28
ENSMUSE00000703276	17	22424259	22456689	+	32431	58
ENSMUSE00001008167	17	22451123	22455838	+	4716	19
ENSMUSE00001450645	17	22486555	22486750	+	196	0
ENSMUSE00001448525	17	22494622	22495562	+	941	0
ENSMUSE00001029520	17	22600951	22620842	+	19892	3
ENSMUSE00001451371	17	22600951	22613183	+	12233	1
ENSMUSE00001450789	17	22687720	22690460	+	2741	0
ENSMUSE00001212830	17	22734963	22735380	+	418	9
ENSMUSE00001287117	17	22739945	22751509	+	11565	1
ENSMUSE00001449976	17	22873486	22874001	+	516	0
ENSMUSE00001450156	17	22895714	22897595	+	1882	0
ENSMUSE00001053933	17	22942984	22965658	+	22675	1
ENSMUSE00001070003	17	22992706	23008970	+	16265	3
ENSMUSE00001005072	17	23061166	23082364	+	21199	2
ENSMUSE00001003887	17	23147806	23150676	+	2871	0
ENSMUSE00001027339	17	23343741	23362538	+	18798	2
ENSMUSE00000976217	17	23384604	23404422	+	19819	2
ENSMUSE00001450751	17	23415541	23415778	+	238	0
ENSMUSE00001451200	17	23515454	23515784	+	331	1
ENSMUSE00001450240	17	23550799	23565291	+	14493	44
ENSMUSE00001184365	17	23556769	23558313	+	1545	3
ENSMUSE00000612750	17	23600856	23611019	+	10164	2
ENSMUSE00000612699	17	23600862	23610822	+	9961	2
ENSMUSE00001275029	17	23600941	23609701	+	8761	2
ENSMUSE00000754878	17	23605481	23607170	+	1690	0
ENSMUSE00000612749	17	23605505	23609697	+	4193	0
ENSMUSE00000721670	17	23605514	23609698	+	4185	0
ENSMUSE00001304375	17	23605515	23609698	+	4184	0
ENSMUSE00000711046	17	23607490	23609697	+	2208	0
ENSMUSE00001450982	17	23636596	23636739	+	144	0
ENSMUSE00001451013	17	23642237	23643144	+	908	2
ENSMUSE00000396602	17	23660506	23668621	+	8116	3
ENSMUSE00000376514	17	23661349	23668621	+	7273	3
ENSMUSE00000340329	17	23665018	23668484	+	3467	2
ENSMUSE00001448581	17	23666126	23667092	+	967	0
ENSMUSE00001038135	17	23673596	23675227	+	1632	22
ENSMUSE00000136264	17	23673608	23675227	+	1620	22
ENSMUSE00001022658	17	23673627	23675174	+	1548	22
ENSMUSE00001449796	17	23679249	23682446	+	3198	0
ENSMUSE00000136271	17	23679372	23682442	+	3071	0
ENSMUSE00001448241	17	23679659	23681962	+	2304	0
ENSMUSE00000900960	17	23726336	23736730	+	10395	126
ENSMUSE00001449198	17	23726348	23734917	+	8570	93
ENSMUSE00001449424	17	23726469	23736727	+	10259	126
ENSMUSE00001448469	17	23726505	23736733	+	10229	126
ENSMUSE00001448323	17	23734727	23736735	+	2009	43
ENSMUSE00001111766	17	23743234	23750915	+	7682	1
ENSMUSE00001095396	17	23749236	23754065	+	4830	2
ENSMUSE00001194531	17	23749337	23751207	+	1871	0
ENSMUSE00001433411	17	23765261	23767118	+	1858	0
ENSMUSE00000783971	17	23771841	23777763	+	5923	2
ENSMUSE00001323697	17	23790532	23794241	+	3710	14
ENSMUSE00001145499	17	23790662	23808518	+	17857	3414
ENSMUSE00001321613	17	23803187	23824736	+	21550	24791
ENSMUSE00001373404	17	23803221	23824741	+	21521	24794
ENSMUSE00001324749	17	23808098	23808708	+	611	654
ENSMUSE00001330375	17	23811672	23812600	+	929	1036
ENSMUSE00001335164	17	23811900	23816492	+	4593	5195
ENSMUSE00001324037	17	23819308	23822528	+	3221	6361
ENSMUSE00001326696	17	23821387	23822660	+	1274	1621
ENSMUSE00001321761	17	23823525	23824327	+	803	1221
ENSMUSE00000781718	17	23843855	23854463	+	10609	3
ENSMUSE00000804988	17	23853543	23859776	+	6234	1
ENSMUSE00000830413	17	23853786	23859336	+	5551	1
ENSMUSE00000138464	17	23853878	23859779	+	5902	1
ENSMUSE00000138468	17	23868056	23873114	+	5059	0
ENSMUSE00001451877	17	23871244	23873113	+	1870	0
ENSMUSE00000702879	17	23880876	23882853	+	1978	0
ENSMUSE00000968393	17	23880880	23900764	+	19885	0
ENSMUSE00001067281	17	23898721	23900764	+	2044	0
ENSMUSE00000967268	17	23898734	23900788	+	2055	0
ENSMUSE00000980675	17	23917458	23919441	+	1984	0
ENSMUSE00001454130	17	23917478	23919440	+	1963	0
ENSMUSE00001215259	17	23941672	23945603	+	3932	1
ENSMUSE00001276045	17	23941833	23945607	+	3775	1
ENSMUSE00001028131	17	23941985	23945607	+	3623	1
ENSMUSE00001317129	17	24010032	24010112	+	81	0
ENSMUSE00001002913	17	24023774	24024281	+	508	0
ENSMUSE00000553275	17	24038144	24045954	+	7811	0
ENSMUSE00001453979	17	24086864	24089879	+	3016	0
ENSMUSE00001323252	17	24208861	24221547	+	12687	0
ENSMUSE00000838349	17	24212570	24221730	+	9161	0
ENSMUSE00000817656	17	24351950	24397783	+	45834	705
ENSMUSE00000502528	17	24352023	24410201	+	58179	1205
ENSMUSE00000508352	17	24352097	24360979	+	8883	76
ENSMUSE00001228535	17	24364482	24410201	+	45720	1112
ENSMUSE00001451301	17	24414565	24416670	+	2106	188
ENSMUSE00001250470	17	24414646	24425895	+	11250	729
ENSMUSE00001451866	17	24414651	24425901	+	11251	729
ENSMUSE00000611906	17	24414663	24425901	+	11239	729
ENSMUSE00001451706	17	24414694	24416838	+	2145	195
ENSMUSE00001451293	17	24418170	24420331	+	2162	169
ENSMUSE00001453704	17	24418492	24420585	+	2094	151
ENSMUSE00001452549	17	24420113	24425178	+	5066	274
ENSMUSE00001453853	17	24421580	24422425	+	846	40
ENSMUSE00001451604	17	24423871	24425898	+	2028	108
ENSMUSE00001452956	17	24426641	24439320	+	12680	28
ENSMUSE00000138595	17	24426683	24439320	+	12638	27
ENSMUSE00001452866	17	24426702	24436670	+	9969	22
ENSMUSE00000138601	17	24426704	24437341	+	10638	22
ENSMUSE00001453544	17	24426854	24433586	+	6733	18
ENSMUSE00000138599	17	24426991	24439348	+	12358	26
ENSMUSE00001453234	17	24437384	24439220	+	1837	5
ENSMUSE00000341064	17	24470392	24473110	+	2719	21
ENSMUSE00001451525	17	24470435	24472862	+	2428	20
ENSMUSE00000425992	17	24473884	24475469	+	1586	7
ENSMUSE00000401582	17	24473967	24475387	+	1421	7
ENSMUSE00001451315	17	24483215	24485254	+	2040	1
ENSMUSE00001452927	17	24488601	24500277	+	11677	1
ENSMUSE00000494246	17	24488783	24508671	+	19889	1
ENSMUSE00000552662	17	24488875	24508668	+	19794	1
ENSMUSE00001452681	17	24500426	24501317	+	892	0
ENSMUSE00001451226	17	24501678	24503932	+	2255	0
ENSMUSE00000953487	17	24528248	24528744	+	497	17
ENSMUSE00000957459	17	24528267	24528743	+	477	17
ENSMUSE00000521992	17	24528476	24528553	+	78	4
ENSMUSE00001452589	17	24533862	24546531	+	12670	2
ENSMUSE00001453957	17	24533914	24546033	+	12120	2
ENSMUSE00001430756	17	24549834	24550883	+	1050	46
ENSMUSE00000384819	17	24549950	24596508	+	46559	3131
ENSMUSE00001434336	17	24568336	24569355	+	1020	117
ENSMUSE00000304586	17	24576544	24596507	+	19964	1305
ENSMUSE00001433634	17	24578026	24580435	+	2410	207
ENSMUSE00001433749	17	24579160	24583363	+	4204	290
ENSMUSE00000304298	17	24585846	24587742	+	1897	168
ENSMUSE00001432454	17	24587619	24591416	+	3798	285
ENSMUSE00000304128	17	24591194	24593503	+	2310	188
ENSMUSE00001430223	17	24591404	24593248	+	1845	152
ENSMUSE00000707594	17	24594978	24595071	+	94	8
ENSMUSE00001453837	17	24632680	24638836	+	6157	11
ENSMUSE00000302711	17	24632682	24638837	+	6156	11
ENSMUSE00001452163	17	24632682	24638779	+	6098	11
ENSMUSE00001453727	17	24638176	24638836	+	661	0
ENSMUSE00001453723	17	24669687	24682016	+	12330	579
ENSMUSE00000339149	17	24669747	24682016	+	12270	579
ENSMUSE00001452497	17	24677142	24681892	+	4751	455
ENSMUSE00000433014	17	24696234	24700529	+	4296	9
ENSMUSE00000745110	17	24698025	24698357	+	333	1
ENSMUSE00000724893	17	24698178	24699404	+	1227	0
ENSMUSE00001234270	17	24698235	24700525	+	2291	5
ENSMUSE00000839309	17	24698314	24699168	+	855	0
ENSMUSE00000776158	17	24698528	24700524	+	1997	5
ENSMUSE00001270102	17	24699395	24700516	+	1122	5
ENSMUSE00000754865	17	24718116	24721720	+	3605	469
ENSMUSE00000769683	17	24720063	24721926	+	1864	493
ENSMUSE00000138837	17	24720110	24721929	+	1820	493
ENSMUSE00000769509	17	24720262	24721307	+	1046	368
ENSMUSE00000756217	17	24720273	24721332	+	1060	370
ENSMUSE00000664674	17	24720772	24720905	+	134	107
ENSMUSE00000812757	17	24720823	24721867	+	1045	320
ENSMUSE00000839846	17	24721449	24721925	+	477	157
ENSMUSE00000898892	17	24727820	24736143	+	8324	0
ENSMUSE00000911510	17	24728174	24733364	+	5191	0
ENSMUSE00001338535	17	24732685	24736143	+	3459	0
ENSMUSE00000702242	17	24736642	24742778	+	6137	16
ENSMUSE00000660016	17	24736682	24742771	+	6090	16
ENSMUSE00001454220	17	24752988	24758683	+	5696	0
ENSMUSE00000300120	17	24753003	24758684	+	5682	0
ENSMUSE00001451383	17	24753016	24758648	+	5633	0
ENSMUSE00001452761	17	24779703	24781984	+	2282	0
ENSMUSE00001452840	17	24804289	24839788	+	35500	1
ENSMUSE00000873176	17	24804311	24839787	+	35477	1
ENSMUSE00000891634	17	24840143	24863724	+	23582	227
ENSMUSE00000138860	17	24850490	24864450	+	13961	238
ENSMUSE00001375778	17	24850579	24864289	+	13711	233
ENSMUSE00001309521	17	24850667	24864450	+	13784	238
ENSMUSE00000892511	17	24858201	24864446	+	6246	123
ENSMUSE00001452113	17	24865997	24881007	+	15011	88
ENSMUSE00001452697	17	24877656	24880680	+	3025	10
ENSMUSE00001452478	17	24878215	24880263	+	2049	8
ENSMUSE00001454039	17	24878258	24882010	+	3753	15
ENSMUSE00000702210	17	24878757	24882010	+	3254	14
ENSMUSE00000717374	17	24886643	24892149	+	5507	259
ENSMUSE00001290272	17	24886674	24892149	+	5476	259
ENSMUSE00001251954	17	24886680	24892149	+	5470	259
ENSMUSE00000747328	17	24886702	24890596	+	3895	169
ENSMUSE00001245527	17	24886759	24892152	+	5394	259
ENSMUSE00000792295	17	24887864	24890440	+	2577	119
ENSMUSE00000747863	17	24895116	24896289	+	1174	62
ENSMUSE00000299070	17	24895123	24897502	+	2380	95
ENSMUSE00000815794	17	24895135	24896116	+	982	59
ENSMUSE00000758521	17	24896500	24897522	+	1023	33
ENSMUSE00000138879	17	24896505	24897335	+	831	30
ENSMUSE00001261186	17	24896521	24897484	+	964	33
ENSMUSE00001252943	17	24896751	24897347	+	597	21
ENSMUSE00001450146	17	25016085	25096687	+	80603	1114
ENSMUSE00000611420	17	25016091	25099487	+	83397	1176
ENSMUSE00000803013	17	25016399	25018902	+	2504	61
ENSMUSE00000811890	17	25025876	25037004	+	11129	124
ENSMUSE00001251125	17	25031835	25034282	+	2448	39
ENSMUSE00000843366	17	25045517	25087991	+	42475	473
ENSMUSE00001306304	17	25045566	25099495	+	53930	716
ENSMUSE00001212677	17	25090671	25093144	+	2474	59
ENSMUSE00000551475	17	25120760	25125268	+	4509	0
ENSMUSE00001451002	17	25120777	25125266	+	4490	0
ENSMUSE00001448166	17	25120928	25125292	+	4365	0
ENSMUSE00000373802	17	25133391	25162104	+	28714	582
ENSMUSE00000868858	17	25133465	25146543	+	13079	151
ENSMUSE00001243655	17	25136622	25162098	+	25477	529
ENSMUSE00000445067	17	25145809	25150586	+	4778	86
ENSMUSE00000856692	17	25158655	25159742	+	1088	36
ENSMUSE00000983242	17	25162461	25171913	+	9453	29
ENSMUSE00001017246	17	25162464	25171911	+	9448	29
ENSMUSE00000551400	17	25184554	25187662	+	3109	52
ENSMUSE00000139064	17	25188397	25234443	+	46047	6609
ENSMUSE00001208183	17	25188914	25234443	+	45530	6596
ENSMUSE00001312802	17	25189464	25205734	+	16271	2517
ENSMUSE00000848378	17	25210685	25213378	+	2694	210
ENSMUSE00001250329	17	25222539	25234442	+	11904	1724
ENSMUSE00000858829	17	25222779	25231867	+	9089	1521
ENSMUSE00000611241	17	25240170	25242798	+	2629	94
ENSMUSE00000292819	17	25298394	25300165	+	1772	0
ENSMUSE00000847440	17	25306112	25306248	+	137	0
ENSMUSE00000701790	17	25308646	25311876	+	3231	0
ENSMUSE00000139086	17	25309377	25311692	+	2316	0
ENSMUSE00000882755	17	25318654	25322684	+	4031	0
ENSMUSE00001451815	17	25330692	25332675	+	1984	0
ENSMUSE00001452625	17	25366305	25368094	+	1790	1
ENSMUSE00001042267	17	25366550	25368096	+	1547	1
ENSMUSE00001452466	17	25366552	25369098	+	2547	1
ENSMUSE00000870249	17	25369273	25374440	+	5168	0
ENSMUSE00001250459	17	25369289	25374149	+	4861	0
ENSMUSE00001007822	17	25370553	25374442	+	3890	0
ENSMUSE00000852781	17	25373009	25374385	+	1377	0
ENSMUSE00001451395	17	25454615	25476599	+	21985	2
ENSMUSE00000290020	17	25471590	25476598	+	5009	0
ENSMUSE00000139131	17	25471597	25476602	+	5006	0
ENSMUSE00001454010	17	25474304	25476592	+	2289	0
ENSMUSE00001453117	17	25518585	25522565	+	3981	0
ENSMUSE00001453793	17	25570358	25575043	+	4686	1
ENSMUSE00000902343	17	25570807	25575034	+	4228	1
ENSMUSE00001451962	17	25570829	25575034	+	4206	1
ENSMUSE00001452529	17	25570882	25575023	+	4142	1
ENSMUSE00001451296	17	25579085	25656479	+	77395	1565
ENSMUSE00001290715	17	25579174	25662826	+	83653	1959
ENSMUSE00001291197	17	25579187	25598556	+	19370	339
ENSMUSE00001308407	17	25579187	25662723	+	83537	1955
ENSMUSE00001281222	17	25579197	25654854	+	75658	1497
ENSMUSE00000983868	17	25579199	25589224	+	10026	86
ENSMUSE00001463192	17	25698854	25700464	+	1611	2
ENSMUSE00001459561	17	25705049	25705822	+	774	1
ENSMUSE00000893353	17	25717171	25719406	+	2236	0
ENSMUSE00000336605	17	25717528	25719087	+	1560	0
ENSMUSE00001459145	17	25727670	25731464	+	3795	42
ENSMUSE00000288429	17	25727717	25731464	+	3748	42
ENSMUSE00001457128	17	25727732	25731454	+	3723	42
ENSMUSE00000487679	17	25736042	25748330	+	12289	11
ENSMUSE00001457077	17	25760202	25760522	+	321	0
ENSMUSE00000806958	17	25773776	25783332	+	9557	165
ENSMUSE00001264418	17	25773804	25782793	+	8990	160
ENSMUSE00000395567	17	25773807	25775225	+	1419	18
ENSMUSE00001454366	17	25773813	25776464	+	2652	39
ENSMUSE00001279086	17	25773819	25782796	+	8978	160
ENSMUSE00001314076	17	25780808	25780879	+	72	1
ENSMUSE00000657998	17	25786580	25790513	+	3934	0
ENSMUSE00001147287	17	25794894	25964784	+	169891	495
ENSMUSE00000891271	17	25809085	25821255	+	12171	2
ENSMUSE00000152736	17	25816319	25820727	+	4409	1
ENSMUSE00000259214	17	25818059	25819541	+	1483	0
ENSMUSE00000858622	17	25823627	25828730	+	5104	114
ENSMUSE00000856021	17	25823649	25828721	+	5073	114
ENSMUSE00000858187	17	25824530	25825671	+	1142	16
ENSMUSE00000860020	17	25824662	25826344	+	1683	32
ENSMUSE00000740252	17	25828867	25831843	+	2977	92
ENSMUSE00001263503	17	25829043	25831842	+	2800	92
ENSMUSE00000753472	17	25829064	25830150	+	1087	35
ENSMUSE00001240857	17	25829120	25830633	+	1514	52
ENSMUSE00000965215	17	25829839	25830721	+	883	42
ENSMUSE00001457405	17	25875074	25877169	+	2096	39
ENSMUSE00000916485	17	25875464	25877160	+	1697	39
ENSMUSE00000946481	17	25875500	25876834	+	1335	28
ENSMUSE00000256142	17	25875501	25877169	+	1669	39
ENSMUSE00000256064	17	25875530	25876997	+	1468	34
ENSMUSE00000905600	17	25901856	25902227	+	372	0
ENSMUSE00000913037	17	25901862	25902053	+	192	0
ENSMUSE00000835893	17	25919089	25935745	+	16657	23
ENSMUSE00001170923	17	25951472	25963610	+	12139	5
ENSMUSE00001149298	17	25985808	25988574	+	2767	2
ENSMUSE00001459724	17	25985882	25991030	+	5149	5
ENSMUSE00001457286	17	25986066	25988404	+	2339	2
ENSMUSE00001460574	17	26073146	26073988	+	843	0
ENSMUSE00001462885	17	26113299	26122347	+	9049	179
ENSMUSE00000139186	17	26113316	26123254	+	9939	193
ENSMUSE00000139191	17	26116631	26122347	+	5717	102
ENSMUSE00001462524	17	26117829	26123249	+	5421	102
ENSMUSE00000782308	17	26118165	26122342	+	4178	83
ENSMUSE00000253936	17	26123500	26126613	+	3114	72
ENSMUSE00001455093	17	26123520	26126613	+	3094	72
ENSMUSE00000139204	17	26123544	26126613	+	3070	72
ENSMUSE00000731014	17	26123723	26124934	+	1212	39
ENSMUSE00000734742	17	26138688	26195811	+	57124	2114
ENSMUSE00000338070	17	26138828	26195294	+	56467	2094
