# Program:featureCounts v1.5.2; Command:"featureCounts" "-T" "8" "-t" "exon" "-f" "-g" "ID" "-p" "-O" "-a" "/gpfs/group/pipkin/Exp337/codes/GRCm38_exon_rmdup_srt_cb_srt_dupr_r.gff" "-o" "337-6_r.txt" "/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam" 
Geneid	Chr	Start	End	Strand	Length	/gpfs/group/pipkin/Exp337/srt_flt_bam/non_dupr/stranded_bam/337-6_pos_pSrt.bam
ENSMUSE00000744318	19	4934986	4938628	-	3643	2
ENSMUSE00000794652	19	4935012	4943098	-	8087	8
ENSMUSE00001215029	19	4935023	4943067	-	8045	8
ENSMUSE00000373881	19	4941600	4943046	-	1447	3
ENSMUSE00001454468	19	4984355	4989971	-	5617	35
ENSMUSE00001459076	19	4984355	4990316	-	5962	36
ENSMUSE00001455909	19	4985002	4989904	-	4903	32
ENSMUSE00001454897	19	4991357	4993113	-	1757	21
ENSMUSE00000791817	19	5070859	5072132	-	1274	1
ENSMUSE00000392975	19	5071035	5085487	-	14453	10
ENSMUSE00000758416	19	5079330	5085531	-	6202	4
ENSMUSE00000761840	19	5082902	5084881	-	1980	3
ENSMUSE00001459203	19	5092868	5098521	-	5654	114
ENSMUSE00000512336	19	5093127	5098382	-	5256	112
ENSMUSE00001458650	19	5099205	5107072	-	7868	415
ENSMUSE00000145703	19	5100308	5107005	-	6698	340
ENSMUSE00000145669	19	5107746	5118300	-	10555	562
ENSMUSE00000255243	19	5107746	5118560	-	10815	562
ENSMUSE00000696799	19	5107746	5118297	-	10552	562
ENSMUSE00001254279	19	5108169	5109480	-	1312	81
ENSMUSE00001309600	19	5109427	5111445	-	2019	134
ENSMUSE00001248706	19	5110367	5111984	-	1618	106
ENSMUSE00000755127	19	5113510	5114010	-	501	58
ENSMUSE00001461742	19	5131740	5132972	-	1233	14
ENSMUSE00000432765	19	5133158	5273119	-	139962	2254
ENSMUSE00000361994	19	5136712	5273107	-	136396	2191
ENSMUSE00001454363	19	5138478	5273102	-	134625	2155
ENSMUSE00001457950	19	5141498	5143430	-	1933	42
ENSMUSE00001458437	19	5141549	5143499	-	1951	40
ENSMUSE00001462986	19	5160400	5272707	-	112308	1823
ENSMUSE00001315982	19	5201198	5201303	-	106	3
ENSMUSE00000145518	19	5273932	5295455	-	21524	1291
ENSMUSE00001461302	19	5273932	5284408	-	10477	589
ENSMUSE00001456147	19	5284115	5286854	-	2740	325
ENSMUSE00001461504	19	5287269	5291662	-	4394	294
ENSMUSE00000145520	19	5287273	5295403	-	8131	418
ENSMUSE00001462582	19	5291204	5294378	-	3175	131
ENSMUSE00001461964	19	5291945	5294894	-	2950	110
ENSMUSE00001459077	19	5294116	5295408	-	1293	65
ENSMUSE00001462809	19	5305875	5307159	-	1285	0
ENSMUSE00001454700	19	5305878	5307416	-	1539	0
ENSMUSE00000145493	19	5344705	5349574	-	4870	6
ENSMUSE00001456657	19	5347857	5348579	-	723	1
ENSMUSE00001456120	19	5348436	5349357	-	922	0
ENSMUSE00001456246	19	5364638	5367168	-	2531	158
ENSMUSE00000384820	19	5364640	5366791	-	2152	158
ENSMUSE00000145472	19	5364641	5366606	-	1966	158
ENSMUSE00000398433	19	5377523	5388703	-	11181	1557
ENSMUSE00001463099	19	5380059	5380502	-	444	73
ENSMUSE00001461281	19	5380101	5381320	-	1220	189
ENSMUSE00001462004	19	5382489	5383246	-	758	259
ENSMUSE00000257839	19	5384713	5388015	-	3303	500
ENSMUSE00001460515	19	5385472	5388587	-	3116	444
ENSMUSE00000258013	19	5390049	5394401	-	4353	0
ENSMUSE00001460941	19	5390049	5402526	-	12478	3
ENSMUSE00000386121	19	5415565	5415759	-	195	2
ENSMUSE00000787330	19	5422805	5423923	-	1119	71
ENSMUSE00000939132	19	5422806	5424759	-	1954	87
ENSMUSE00000791842	19	5422809	5424220	-	1412	83
ENSMUSE00001277648	19	5422811	5424979	-	2169	89
ENSMUSE00001276438	19	5422812	5424543	-	1732	86
ENSMUSE00001240508	19	5422827	5424787	-	1961	87
ENSMUSE00001310490	19	5423607	5424779	-	1173	66
ENSMUSE00001460265	19	5439349	5439521	-	173	1
ENSMUSE00001034635	19	5453180	5457894	-	4715	59
ENSMUSE00001454273	19	5453185	5457504	-	4320	59
ENSMUSE00001459409	19	5465043	5468488	-	3446	429
ENSMUSE00001457224	19	5465240	5468501	-	3262	416
ENSMUSE00001460790	19	5465240	5468507	-	3268	416
ENSMUSE00000146120	19	5465243	5468498	-	3256	416
ENSMUSE00001463240	19	5465638	5466452	-	815	196
ENSMUSE00000803284	19	5482345	5488016	-	5672	195
ENSMUSE00000259695	19	5482832	5488402	-	5571	180
ENSMUSE00001296977	19	5482840	5483573	-	734	33
ENSMUSE00001215878	19	5482851	5487935	-	5085	169
ENSMUSE00000724189	19	5482853	5483963	-	1111	47
ENSMUSE00001232199	19	5482855	5484154	-	1300	55
ENSMUSE00001266248	19	5483690	5484885	-	1196	40
ENSMUSE00001268417	19	5484212	5485810	-	1599	68
ENSMUSE00001238655	19	5485488	5488266	-	2779	96
ENSMUSE00000818386	19	5487468	5488311	-	844	27
ENSMUSE00001457087	19	5488744	5489198	-	455	4
ENSMUSE00001459612	19	5492235	5510496	-	18262	83
ENSMUSE00001462777	19	5494848	5510507	-	15660	80
ENSMUSE00001457296	19	5495274	5510538	-	15265	80
ENSMUSE00000442012	19	5495278	5510463	-	15186	80
ENSMUSE00001463070	19	5495280	5497365	-	2086	18
ENSMUSE00001457369	19	5496941	5498306	-	1366	12
ENSMUSE00001321360	19	5502767	5503787	-	1021	6
ENSMUSE00000406750	19	5549136	5560646	-	11511	12
ENSMUSE00001455719	19	5553560	5559403	-	5844	8
ENSMUSE00000484608	19	5603014	5610237	-	7224	528
ENSMUSE00001455263	19	5603014	5603966	-	953	84
ENSMUSE00001458449	19	5603014	5610035	-	7022	528
ENSMUSE00001461510	19	5603016	5609782	-	6767	524
ENSMUSE00000261001	19	5603017	5610048	-	7032	528
ENSMUSE00001461762	19	5605066	5610044	-	4979	371
ENSMUSE00000146267	19	5605559	5608270	-	2712	228
ENSMUSE00001461320	19	5607782	5609707	-	1926	177
ENSMUSE00001462855	19	5608827	5609918	-	1092	84
ENSMUSE00001074170	19	5651185	5663707	-	12523	559
ENSMUSE00001462397	19	5651188	5663680	-	12493	559
ENSMUSE00000508878	19	5651194	5663660	-	12467	559
ENSMUSE00000146308	19	5651207	5663660	-	12454	559
ENSMUSE00000261647	19	5651227	5663652	-	12426	559
ENSMUSE00001454805	19	5651918	5652276	-	359	19
ENSMUSE00001454520	19	5652539	5654837	-	2299	89
ENSMUSE00001455846	19	5653564	5663636	-	10073	458
ENSMUSE00001458448	19	5660879	5663695	-	2817	220
ENSMUSE00000969712	19	5661011	5663655	-	2645	214
ENSMUSE00001463089	19	5661021	5663627	-	2607	212
ENSMUSE00000446767	19	5664635	5688908	-	24274	2113
ENSMUSE00000821353	19	5664638	5673947	-	9310	840
ENSMUSE00001204700	19	5664640	5688149	-	23510	2048
ENSMUSE00000804732	19	5665236	5666198	-	963	111
ENSMUSE00001305475	19	5665416	5666982	-	1567	169
ENSMUSE00001031363	19	5665991	5666526	-	536	68
ENSMUSE00001252030	19	5673292	5684669	-	11378	957
ENSMUSE00000446280	19	5674923	5679577	-	4655	307
ENSMUSE00000446289	19	5678983	5683873	-	4891	489
ENSMUSE00001317693	19	5679004	5679076	-	73	10
ENSMUSE00000839779	19	5679934	5681536	-	1603	186
ENSMUSE00001292654	19	5683741	5688695	-	4955	512
ENSMUSE00001460796	19	5689236	5690010	-	775	4
ENSMUSE00000501830	19	5707376	5726317	-	18942	311
ENSMUSE00000146408	19	5708049	5726281	-	18233	301
ENSMUSE00001463134	19	5708326	5710670	-	2345	43
ENSMUSE00001454751	19	5716388	5717703	-	1316	19
ENSMUSE00000706972	19	5728087	5729633	-	1547	66
ENSMUSE00000856419	19	5728087	5729651	-	1565	67
ENSMUSE00000865821	19	5728087	5729653	-	1567	67
ENSMUSE00000854995	19	5728088	5731713	-	3626	302
ENSMUSE00000263293	19	5730303	5731727	-	1425	184
ENSMUSE00000863543	19	5730307	5731660	-	1354	184
ENSMUSE00000869637	19	5730307	5731732	-	1426	184
ENSMUSE00000850264	19	5730411	5731475	-	1065	154
ENSMUSE00000870996	19	5730892	5731699	-	808	116
ENSMUSE00001459678	19	5758351	5771419	-	13069	547
ENSMUSE00000265192	19	5758424	5771401	-	12978	545
ENSMUSE00001454458	19	5758941	5759974	-	1034	59
ENSMUSE00000146484	19	5759275	5761776	-	2502	157
ENSMUSE00001459630	19	5761485	5766233	-	4749	154
ENSMUSE00001460153	19	5769537	5770292	-	756	58
ENSMUSE00001454868	19	5769788	5771267	-	1480	118
ENSMUSE00001456406	19	5770230	5770947	-	718	76
ENSMUSE00001455489	19	5770391	5771352	-	962	72
ENSMUSE00001458962	19	5770448	5771253	-	806	71
ENSMUSE00000931171	19	5795690	5802672	-	6983	97055
ENSMUSE00000936071	19	5795691	5797464	-	1774	22644
ENSMUSE00000941606	19	5795694	5796952	-	1259	12813
ENSMUSE00001314660	19	5799000	5799085	-	86	3742
ENSMUSE00000931030	19	5801916	5802671	-	756	13306
ENSMUSE00001313648	19	5824652	5824707	-	56	2
ENSMUSE00000943789	19	5824708	5845478	-	20771	2412
ENSMUSE00001448245	19	5825315	5828012	-	2698	85
ENSMUSE00000938797	19	5842307	5845476	-	3170	1276
ENSMUSE00000943851	19	5843681	5845259	-	1579	790
ENSMUSE00001314437	19	5844286	5844437	-	152	104
ENSMUSE00001314334	19	5844638	5844747	-	110	89
ENSMUSE00001313999	19	5844916	5845037	-	122	125
ENSMUSE00000696304	19	5849702	5875274	-	25573	1003
ENSMUSE00000786878	19	5862116	5863682	-	1567	51
ENSMUSE00000730064	19	5865184	5873430	-	8247	411
ENSMUSE00000145193	19	5865270	5875239	-	9970	522
ENSMUSE00000441106	19	5891138	5894107	-	2970	30
ENSMUSE00001458644	19	5891143	5894149	-	3007	30
ENSMUSE00000823966	19	5896516	5912871	-	16356	723
ENSMUSE00001215593	19	5897387	5912792	-	15406	699
ENSMUSE00001243051	19	5897387	5907072	-	9686	541
ENSMUSE00001204744	19	5898543	5903332	-	4790	246
ENSMUSE00000844248	19	5904147	5912777	-	8631	370
ENSMUSE00001289132	19	5905126	5913010	-	7885	286
ENSMUSE00000145294	19	5911826	5912807	-	982	29
ENSMUSE00001084471	19	5915636	5924816	-	9181	9
ENSMUSE00000406149	19	5940542	5964202	-	23661	521
ENSMUSE00001455789	19	5940897	5942719	-	1823	52
ENSMUSE00000145392	19	5941683	5953862	-	12180	347
ENSMUSE00001459239	19	5942350	5943868	-	1519	38
ENSMUSE00001462940	19	5943266	5949006	-	5741	140
ENSMUSE00001458346	19	5946276	5964169	-	17894	403
ENSMUSE00000145375	19	5948412	5952184	-	3773	133
ENSMUSE00001461032	19	5949852	5964152	-	14301	297
ENSMUSE00001459236	19	5949858	5964169	-	14312	297
ENSMUSE00000227987	19	5953691	5964164	-	10474	179
ENSMUSE00001455488	19	5956681	5964163	-	7483	109
ENSMUSE00000228353	19	5970234	5986143	-	15910	8
ENSMUSE00001459760	19	5980360	5986143	-	5784	4
ENSMUSE00000876960	19	5988545	6015206	-	26662	445
ENSMUSE00000393895	19	5988546	6015897	-	27352	449
ENSMUSE00000551927	19	6011376	6015203	-	3828	110
ENSMUSE00001455663	19	6014231	6015789	-	1559	32
ENSMUSE00001462124	19	6027538	6027865	-	328	0
ENSMUSE00001059250	19	6044691	6044822	-	132	1
ENSMUSE00001461859	19	6053622	6057785	-	4164	174
ENSMUSE00001457957	19	6053897	6057758	-	3862	169
ENSMUSE00000145115	19	6054931	6057079	-	2149	81
ENSMUSE00001454974	19	6057040	6057745	-	706	30
ENSMUSE00000868848	19	6062821	6067803	-	4983	49
ENSMUSE00001218085	19	6062821	6067855	-	5035	49
ENSMUSE00001308386	19	6062978	6067808	-	4831	49
ENSMUSE00001228358	19	6064093	6067808	-	3716	43
ENSMUSE00001461717	19	6064745	6067827	-	3083	35
ENSMUSE00001245221	19	6065527	6067850	-	2324	32
ENSMUSE00001235889	19	6066146	6067867	-	1722	31
ENSMUSE00001270338	19	6066185	6067092	-	908	13
ENSMUSE00000863116	19	6067163	6068373	-	1211	40
ENSMUSE00000343025	19	6067842	6077231	-	9390	491
ENSMUSE00000866330	19	6067990	6069319	-	1330	75
ENSMUSE00000855130	19	6068051	6069150	-	1100	66
ENSMUSE00001439471	19	6068217	6069071	-	855	59
ENSMUSE00000869955	19	6068749	6069613	-	865	67
ENSMUSE00000854532	19	6068868	6069698	-	831	67
ENSMUSE00001438194	19	6068931	6069688	-	758	64
ENSMUSE00000863629	19	6070081	6077203	-	7123	376
ENSMUSE00001219392	19	6071417	6076868	-	5452	272
ENSMUSE00000867210	19	6071482	6077198	-	5717	293
ENSMUSE00000863992	19	6075903	6077200	-	1298	90
ENSMUSE00000868882	19	6076945	6082256	-	5312	139
ENSMUSE00000145035	19	6080762	6084943	-	4182	203
ENSMUSE00001257581	19	6080762	6084956	-	4195	203
ENSMUSE00000852875	19	6080765	6082831	-	2067	102
ENSMUSE00000867548	19	6082195	6084894	-	2700	147
ENSMUSE00001270433	19	6082256	6084307	-	2052	125
ENSMUSE00000706958	19	6116000	6118650	-	2651	56
ENSMUSE00000763668	19	6119399	6128304	-	8906	149
ENSMUSE00001223104	19	6119852	6128147	-	8296	144
ENSMUSE00000764419	19	6120632	6121642	-	1011	17
ENSMUSE00000771284	19	6120632	6127807	-	7176	132
ENSMUSE00001303130	19	6120660	6123953	-	3294	59
ENSMUSE00001219582	19	6120681	6128189	-	7509	138
ENSMUSE00001298398	19	6121492	6122287	-	796	15
ENSMUSE00001287037	19	6121905	6128133	-	6229	122
ENSMUSE00000146514	19	6134374	6141140	-	6767	125
ENSMUSE00000728507	19	6134383	6141548	-	7166	126
ENSMUSE00001457620	19	6134386	6140239	-	5854	115
ENSMUSE00001458733	19	6134386	6139964	-	5579	108
ENSMUSE00000838348	19	6137470	6138160	-	691	18
ENSMUSE00000779915	19	6227765	6235872	-	8108	64
ENSMUSE00001454749	19	6228499	6229416	-	918	9
ENSMUSE00000775837	19	6229285	6230479	-	1195	8
ENSMUSE00000643962	19	6233937	6235843	-	1907	14
ENSMUSE00000773080	19	6268795	6276605	-	7811	162
ENSMUSE00001462540	19	6331054	6331453	-	400	0
ENSMUSE00000732968	19	6355522	6363535	-	8014	132
ENSMUSE00000695858	19	6355598	6363759	-	8162	133
ENSMUSE00000763660	19	6409400	6418606	-	9207	8
ENSMUSE00001455761	19	6457419	6460107	-	2689	2
ENSMUSE00000853442	19	6530711	6532011	-	1301	0
ENSMUSE00000742655	19	6530789	6531788	-	1000	0
ENSMUSE00000695629	19	6535845	6543032	-	7188	4
ENSMUSE00000800454	19	6536065	6541549	-	5485	2
ENSMUSE00001216953	19	6537737	6542711	-	4975	3
ENSMUSE00001463101	19	6569080	6575362	-	6283	2
ENSMUSE00000721592	19	6592602	6593236	-	635	4
ENSMUSE00000812969	19	6617671	6674548	-	56878	27
ENSMUSE00001457513	19	6829084	6829738	-	655	8
ENSMUSE00000146585	19	6829085	6840616	-	11532	149
ENSMUSE00001462361	19	6829864	6840636	-	10773	145
ENSMUSE00001354196	19	6829886	6829944	-	59	3
ENSMUSE00001459643	19	6837610	6839585	-	1976	37
ENSMUSE00001455494	19	6839331	6840577	-	1247	22
ENSMUSE00001461297	19	6839547	6840592	-	1046	20
ENSMUSE00001459064	19	6840165	6840612	-	448	10
ENSMUSE00000413911	19	6844623	6858211	-	13589	2953
ENSMUSE00001458214	19	6844623	6855238	-	10616	2494
ENSMUSE00000464555	19	6846600	6848353	-	1754	412
ENSMUSE00001455879	19	6847724	6848408	-	685	238
ENSMUSE00000367588	19	6906697	6909978	-	3282	112
ENSMUSE00000146604	19	6906706	6910106	-	3401	116
ENSMUSE00001456159	19	6906706	6909530	-	2825	82
ENSMUSE00000146606	19	6906750	6908301	-	1552	53
ENSMUSE00000796760	19	6910977	6921808	-	10832	616
ENSMUSE00001310521	19	6912452	6921761	-	9310	571
ENSMUSE00000933555	19	6912765	6921813	-	9049	557
ENSMUSE00001315419	19	6914196	6914286	-	91	12
ENSMUSE00000798297	19	6918057	6921767	-	3711	227
ENSMUSE00000934396	19	6920079	6921051	-	973	67
ENSMUSE00001457314	19	6922371	6924869	-	2499	5
ENSMUSE00000346702	19	6922423	6925380	-	2958	5
ENSMUSE00001455497	19	6922423	6925359	-	2937	5
ENSMUSE00001459844	19	6922424	6925321	-	2898	5
ENSMUSE00001455287	19	6922430	6925337	-	2908	5
ENSMUSE00001462284	19	6922430	6924889	-	2460	5
ENSMUSE00001457973	19	6922480	6925352	-	2873	5
ENSMUSE00001458046	19	6922480	6925365	-	2886	5
ENSMUSE00001458718	19	6923966	6927037	-	3072	4
ENSMUSE00000146623	19	6925662	6934515	-	8854	10
ENSMUSE00000146625	19	6926059	6933554	-	7496	7
ENSMUSE00001459674	19	6926070	6932877	-	6808	7
ENSMUSE00001457902	19	6928094	6934513	-	6420	7
ENSMUSE00001462967	19	6928717	6932827	-	4111	5
ENSMUSE00000706940	19	6938057	6941193	-	3137	30
ENSMUSE00001454937	19	6938057	6942480	-	4424	41
ENSMUSE00000146628	19	6938069	6941507	-	3439	34
ENSMUSE00000146635	19	6938070	6942450	-	4381	41
ENSMUSE00000243121	19	6938070	6941479	-	3410	34
ENSMUSE00001455662	19	6938070	6942425	-	4356	41
ENSMUSE00001458923	19	6938070	6939996	-	1927	13
ENSMUSE00001300693	19	6939585	6941253	-	1669	22
ENSMUSE00001457136	19	6952325	6957713	-	5389	79
ENSMUSE00000146670	19	6953713	6969814	-	16102	259
ENSMUSE00000551031	19	6953714	6969760	-	16047	259
ENSMUSE00001460181	19	6954085	6954847	-	763	20
ENSMUSE00001460497	19	6954478	6955597	-	1120	27
ENSMUSE00000146649	19	6961911	6976470	-	14560	236
ENSMUSE00001457736	19	6962027	6963923	-	1897	43
ENSMUSE00001455071	19	6962224	6963491	-	1268	34
ENSMUSE00000146672	19	6964688	6969708	-	5021	77
ENSMUSE00001456914	19	6965297	6974351	-	9055	157
ENSMUSE00000458380	19	6977741	6980440	-	2700	45
ENSMUSE00000458376	19	6977744	6980501	-	2758	45
ENSMUSE00001454921	19	6977747	6980250	-	2504	45
ENSMUSE00001462292	19	6978390	6979865	-	1476	30
ENSMUSE00000146679	19	6982473	6987651	-	5179	64
ENSMUSE00000826453	19	6982473	6987629	-	5157	64
ENSMUSE00000774668	19	6986394	6987140	-	747	16
ENSMUSE00000146687	19	6987911	6992272	-	4362	44
ENSMUSE00000146691	19	6987911	6992503	-	4593	45
ENSMUSE00001461849	19	6987915	6989808	-	1894	16
ENSMUSE00001454532	19	6989394	6992572	-	3179	37
ENSMUSE00000969910	19	6989484	6992272	-	2789	36
ENSMUSE00000241735	19	6993018	6996117	-	3100	15
ENSMUSE00000241753	19	6993018	6996037	-	3020	15
ENSMUSE00001098170	19	6993019	6994884	-	1866	10
ENSMUSE00000622011	19	6998958	7019469	-	20512	837
ENSMUSE00000346783	19	6998971	7019430	-	20460	836
ENSMUSE00001455401	19	7016399	7019345	-	2947	205
ENSMUSE00000695394	19	7020702	7039967	-	19266	1808
ENSMUSE00001458066	19	7087469	7088421	-	953	2
ENSMUSE00000472963	19	7092001	7105729	-	13729	5
ENSMUSE00000240119	19	7198202	7206316	-	8115	725
ENSMUSE00001288493	19	7198210	7206234	-	8025	723
ENSMUSE00000784575	19	7199540	7200464	-	925	109
ENSMUSE00000794913	19	7199741	7204419	-	4679	473
ENSMUSE00000346434	19	7215153	7217616	-	2464	146
ENSMUSE00001461595	19	7215195	7217543	-	2349	143
ENSMUSE00001461056	19	7225668	7241034	-	15367	708
ENSMUSE00000344225	19	7225673	7241183	-	15511	708
ENSMUSE00000144815	19	7225713	7241056	-	15344	708
ENSMUSE00001461634	19	7227429	7241054	-	13626	614
ENSMUSE00001457058	19	7236535	7241054	-	4520	262
ENSMUSE00000879861	19	7275396	7341819	-	66424	5618
ENSMUSE00001255108	19	7276733	7341804	-	65072	5533
ENSMUSE00000146730	19	7276759	7341860	-	65102	5529
ENSMUSE00000550708	19	7276849	7283178	-	6330	440
ENSMUSE00000911519	19	7276852	7278094	-	1243	79
ENSMUSE00000550709	19	7278502	7283517	-	5016	362
ENSMUSE00000550706	19	7279160	7281941	-	2782	211
ENSMUSE00001273961	19	7281037	7283110	-	2074	143
ENSMUSE00001257787	19	7283137	7284778	-	1642	185
ENSMUSE00001214811	19	7284757	7287363	-	2607	164
ENSMUSE00000884867	19	7290666	7341812	-	51147	4588
ENSMUSE00001454310	19	7354078	7374817	-	20740	408
ENSMUSE00000146747	19	7356463	7382994	-	26532	655
ENSMUSE00000146744	19	7357686	7374337	-	16652	366
ENSMUSE00001454650	19	7373234	7382921	-	9688	303
ENSMUSE00001092066	19	7398424	7399077	-	654	39
ENSMUSE00001460498	19	7402834	7403431	-	598	1
ENSMUSE00000144776	19	7425901	7483281	-	57381	2855
ENSMUSE00000894440	19	7425901	7483202	-	57302	2855
ENSMUSE00000146757	19	7596660	7607193	-	10534	6
ENSMUSE00000851885	19	7596661	7607178	-	10518	6
ENSMUSE00001268472	19	7673061	7711310	-	38250	22
ENSMUSE00000467790	19	7682277	7711279	-	29003	15
ENSMUSE00000715700	19	7695899	7697014	-	1116	0
ENSMUSE00000709804	19	7703946	7705113	-	1168	0
ENSMUSE00001311703	19	7706682	7711310	-	4629	5
ENSMUSE00001459037	19	7727185	7727664	-	480	0
ENSMUSE00000709051	19	7781041	7802578	-	21538	9
ENSMUSE00001082737	19	7781980	7802667	-	20688	8
ENSMUSE00001454803	19	7827103	7848667	-	21565	21
ENSMUSE00001031536	19	7864388	7966027	-	101640	80
ENSMUSE00001236454	19	7864388	7966000	-	101613	80
ENSMUSE00000660496	19	7959530	7959638	-	109	6
ENSMUSE00001458075	19	7959743	7961107	-	1365	26
ENSMUSE00001032272	19	8062209	8131982	-	69774	35
ENSMUSE00000817040	19	8160165	8218899	-	58735	22
ENSMUSE00001426244	19	8160294	8218900	-	58607	22
ENSMUSE00001079800	19	8161550	8218673	-	57124	22
ENSMUSE00001454566	19	8256224	8257587	-	1364	28
ENSMUSE00001073650	19	8335371	8405111	-	69741	19
ENSMUSE00001080596	19	8335374	8405105	-	69732	19
ENSMUSE00001386187	19	8473313	8491868	-	18556	142
ENSMUSE00001386351	19	8474727	8479056	-	4330	26
ENSMUSE00001389384	19	8477283	8541798	-	64516	451
ENSMUSE00000766715	19	8588407	8589196	-	790	1
ENSMUSE00001459867	19	8651799	8663335	-	11537	5
ENSMUSE00000846340	19	8681835	8682163	-	329	0
ENSMUSE00000888428	19	8706882	8723369	-	16488	2417
ENSMUSE00000235483	19	8707587	8712985	-	5399	1925
ENSMUSE00000144011	19	8707617	8714433	-	6817	2241
ENSMUSE00000235503	19	8709308	8713355	-	4048	1393
ENSMUSE00001372471	19	8713156	8723198	-	10043	407
ENSMUSE00001375979	19	8713409	8714096	-	688	321
ENSMUSE00001373921	19	8713420	8714183	-	764	309
ENSMUSE00000234249	19	8772525	8774467	-	1943	107
ENSMUSE00001457563	19	8772526	8774445	-	1920	106
ENSMUSE00000950983	19	8774487	8776962	-	2476	33
ENSMUSE00000961722	19	8774492	8786257	-	11766	135
ENSMUSE00001282097	19	8774492	8786417	-	11926	135
ENSMUSE00001237492	19	8774494	8786316	-	11823	135
ENSMUSE00000961245	19	8775437	8779050	-	3614	45
ENSMUSE00000959778	19	8777915	8786281	-	8367	95
ENSMUSE00001225407	19	8778551	8782677	-	4127	52
ENSMUSE00001245748	19	8781811	8786265	-	4455	53
ENSMUSE00001456810	19	8790085	8790464	-	380	4
ENSMUSE00000621716	19	8793127	8798577	-	5451	97
ENSMUSE00000621712	19	8793185	8798453	-	5269	97
ENSMUSE00001456944	19	8794170	8798535	-	4366	83
ENSMUSE00001459667	19	8797903	8798525	-	623	16
ENSMUSE00000694865	19	8809075	8819333	-	10259	343
ENSMUSE00000840917	19	8811136	8818924	-	7789	240
ENSMUSE00000643333	19	8811296	8819294	-	7999	257
ENSMUSE00000820455	19	8818297	8819232	-	936	74
ENSMUSE00000621680	19	8836933	8839194	-	2262	3
ENSMUSE00000621638	19	8880014	8880923	-	910	16
ENSMUSE00000946221	19	8888699	8888774	-	76	62
ENSMUSE00000621556	19	8927391	8929356	-	1966	2
ENSMUSE00001428057	19	8936975	8940864	-	3890	140
ENSMUSE00000356100	19	9083636	9087958	-	4323	0
ENSMUSE00000229426	19	9109868	9135636	-	25769	225
ENSMUSE00000978722	19	9132459	9135531	-	3073	48
ENSMUSE00000664020	19	9234897	9234978	-	82	1
ENSMUSE00001327990	19	9323219	9339986	-	16768	12
ENSMUSE00000564605	19	9557792	9559183	-	1392	30
ENSMUSE00001458901	19	9828899	9836897	-	7999	6
ENSMUSE00001458654	19	9864924	9868995	-	4072	12
ENSMUSE00000364922	19	9872296	9899551	-	27256	265
ENSMUSE00001456392	19	9872324	9899461	-	27138	263
ENSMUSE00001454913	19	9872342	9874923	-	2582	21
ENSMUSE00000144215	19	9872677	9899489	-	26813	259
ENSMUSE00001460187	19	9877761	9878639	-	879	27
ENSMUSE00001455350	19	9883760	9885509	-	1750	14
ENSMUSE00001460056	19	9884037	9885508	-	1472	8
ENSMUSE00000228859	19	9893748	9899381	-	5634	51
ENSMUSE00001454416	19	9897500	9898707	-	1208	12
ENSMUSE00001455681	19	9924564	9928534	-	3971	4
ENSMUSE00001455957	19	9941349	9942832	-	1484	2
ENSMUSE00000713879	19	9985174	10001633	-	16460	11
ENSMUSE00000495141	19	9986833	9998570	-	11738	9
ENSMUSE00000746265	19	9990548	9992915	-	2368	4
ENSMUSE00000144259	19	10062765	10101746	-	38982	20
ENSMUSE00001456656	19	10064084	10071187	-	7104	2
ENSMUSE00000144251	19	10066573	10088716	-	22144	8
ENSMUSE00001455968	19	10175854	10176161	-	308	1
ENSMUSE00000749945	19	10199132	10204169	-	5038	68
ENSMUSE00000706879	19	10199138	10203943	-	4806	67
ENSMUSE00000724033	19	10199138	10204068	-	4931	67
ENSMUSE00000804023	19	10199142	10203894	-	4753	67
ENSMUSE00000894261	19	10208272	10240748	-	32477	14
ENSMUSE00001328714	19	10209305	10240748	-	31444	12
ENSMUSE00000621344	19	10209704	10240745	-	31042	12
ENSMUSE00000621357	19	10210300	10217528	-	7229	4
ENSMUSE00000786175	19	10245265	10304877	-	59613	23
ENSMUSE00001297554	19	10245268	10304857	-	59590	23
ENSMUSE00001305204	19	10253330	10256871	-	3542	1
ENSMUSE00001133104	19	10389130	10391735	-	2606	3
ENSMUSE00000903692	19	10455371	10457473	-	2103	0
ENSMUSE00001457624	19	10474235	10482928	-	8694	31
ENSMUSE00000225371	19	10474240	10482917	-	8678	31
ENSMUSE00000225522	19	10481767	10482682	-	916	7
ENSMUSE00001461928	19	10500534	10525115	-	24582	920
ENSMUSE00001459887	19	10501641	10525156	-	23516	877
ENSMUSE00001462001	19	10502344	10525092	-	22749	839
ENSMUSE00001455098	19	10502348	10525097	-	22750	839
ENSMUSE00000518711	19	10502443	10526142	-	23700	839
ENSMUSE00001458784	19	10502619	10525122	-	22504	827
ENSMUSE00000797745	19	10533865	10555736	-	21872	105
ENSMUSE00000144269	19	10539403	10555751	-	16349	98
ENSMUSE00001233737	19	10550461	10556238	-	5778	47
ENSMUSE00001462187	19	10553889	10555736	-	1848	22
ENSMUSE00000402904	19	10554747	10555751	-	1005	11
ENSMUSE00000144263	19	10570478	10577362	-	6885	78
ENSMUSE00001455131	19	10570478	10577087	-	6610	76
