seqnames,start,end,width,strand,Conc,Conc_STAT5B_noIL2,Conc_STAT5B_IL2,Fold
7,138919386,138919533,148,*,2.29,2.78,1.54,1.24
8,18970853,18971050,198,*,2.29,2.78,1.54,1.24
8,46185640,46185824,185,*,2.29,2.78,1.54,1.24
8,86808579,86808782,204,*,2.29,2.78,1.54,1.24
8,115400319,115400535,217,*,2.29,2.78,1.54,1.24
8,127178725,127178873,149,*,2.29,2.78,1.54,1.24
9,88380213,88380387,175,*,2.29,2.78,1.54,1.24
X,52760227,52760396,170,*,2.29,2.78,1.54,1.24
11,4289369,4289639,271,*,3.81,3.36,4.15,-0.79
11,101194656,101195054,399,*,4.16,3.78,4.47,-0.69
15,58749213,58749440,228,*,2.96,3.36,2.39,0.97
5,77351829,77352095,267,*,2.96,3.36,2.39,0.97
12,82350094,82350439,346,*,3.32,2.78,3.71,-0.93
15,62833268,62833536,269,*,3.32,2.78,3.71,-0.93
1,60975110,60975469,360,*,2.53,1.78,3.03,-1.25
1,74678538,74678880,343,*,2.53,1.78,3.03,-1.25
1,84823527,84823902,376,*,2.53,1.78,3.03,-1.25
1,106759856,106760139,284,*,2.53,1.78,3.03,-1.25
13,30259226,30259567,342,*,2.53,1.78,3.03,-1.25
14,25189391,25189684,294,*,2.53,1.78,3.03,-1.25
14,26515817,26516037,221,*,2.53,1.78,3.03,-1.25
14,78306695,78307032,338,*,2.53,1.78,3.03,-1.25
16,14087088,14087346,259,*,2.53,1.78,3.03,-1.25
16,24506923,24507206,284,*,2.53,1.78,3.03,-1.25
16,36476848,36477132,285,*,2.53,1.78,3.03,-1.25
16,49503709,49504072,364,*,2.53,1.78,3.03,-1.25
16,91445664,91445889,226,*,2.53,1.78,3.03,-1.25
2,32487147,32487380,234,*,2.53,1.78,3.03,-1.25
2,163253507,163253796,290,*,2.53,1.78,3.03,-1.25
2,165982704,165982944,241,*,2.53,1.78,3.03,-1.25
3,60472431,60472885,455,*,2.53,1.78,3.03,-1.25
3,103314298,103314791,494,*,2.53,1.78,3.03,-1.25
3,109719403,109719621,219,*,2.53,1.78,3.03,-1.25
4,33791513,33791760,248,*,2.53,1.78,3.03,-1.25
4,103098614,103098910,297,*,2.53,1.78,3.03,-1.25
4,150566224,150566483,260,*,2.53,1.78,3.03,-1.25
5,44254432,44254717,286,*,2.53,1.78,3.03,-1.25
6,35106540,35106854,315,*,2.53,1.78,3.03,-1.25
6,39626642,39626945,304,*,2.53,1.78,3.03,-1.25
6,48727799,48728079,281,*,2.53,1.78,3.03,-1.25
8,68126177,68126509,333,*,2.53,1.78,3.03,-1.25
9,35264579,35264898,320,*,2.53,1.78,3.03,-1.25
9,45081774,45081992,219,*,2.53,1.78,3.03,-1.25
9,56273757,56274076,320,*,2.53,1.78,3.03,-1.25
9,61367077,61367400,324,*,2.53,1.78,3.03,-1.25
9,119976659,119977018,360,*,2.53,1.78,3.03,-1.25
3,79336104,79336370,267,*,3.43,3.78,2.98,0.8
4,150239595,150239845,251,*,3.43,3.78,2.98,0.8
14,50803177,50803442,266,*,3.3,2.78,3.68,-0.9
6,129230288,129230566,279,*,3.3,2.78,3.68,-0.9
2,168491882,168492279,398,*,4.54,4.78,4.24,0.54
10,19506094,19506377,284,*,3.78,3.36,4.1,-0.74
1,33612215,33612478,264,*,2.5,1.78,2.98,-1.2
1,34433339,34433654,316,*,2.5,1.78,2.98,-1.2
1,94496981,94497281,301,*,2.5,1.78,2.98,-1.2
10,67100182,67100449,268,*,2.5,1.78,2.98,-1.2
10,98897529,98897817,289,*,2.5,1.78,2.98,-1.2
10,118407153,118407417,265,*,2.5,1.78,2.98,-1.2
11,4343960,4344218,259,*,2.5,1.78,2.98,-1.2
11,58183671,58183884,214,*,2.5,1.78,2.98,-1.2
11,62815436,62815790,355,*,2.5,1.78,2.98,-1.2
12,40008534,40008791,258,*,2.5,1.78,2.98,-1.2
12,99510165,99510446,282,*,2.5,1.78,2.98,-1.2
12,110332710,110332980,271,*,2.5,1.78,2.98,-1.2
13,51849383,51849619,237,*,2.5,1.78,2.98,-1.2
13,96697700,96697997,298,*,2.5,1.78,2.98,-1.2
14,21853495,21853933,439,*,2.5,1.78,2.98,-1.2
14,73087772,73087991,220,*,2.5,1.78,2.98,-1.2
15,30610808,30611137,330,*,2.5,1.78,2.98,-1.2
15,62825053,62825294,242,*,2.5,1.78,2.98,-1.2
16,15863312,15863585,274,*,2.5,1.78,2.98,-1.2
17,12759204,12759463,260,*,2.5,1.78,2.98,-1.2
17,28698335,28698742,408,*,2.5,1.78,2.98,-1.2
2,117122919,117123304,386,*,2.5,1.78,2.98,-1.2
3,8845788,8846001,214,*,2.5,1.78,2.98,-1.2
3,93641962,93642207,246,*,2.5,1.78,2.98,-1.2
3,103405333,103405698,366,*,2.5,1.78,2.98,-1.2
4,7912713,7913054,342,*,2.5,1.78,2.98,-1.2
4,63842294,63842594,301,*,2.5,1.78,2.98,-1.2
4,95107450,95107888,439,*,2.5,1.78,2.98,-1.2
4,135434010,135434276,267,*,2.5,1.78,2.98,-1.2
5,32427643,32427912,270,*,2.5,1.78,2.98,-1.2
5,64651414,64651692,279,*,2.5,1.78,2.98,-1.2
5,77384010,77384353,344,*,2.5,1.78,2.98,-1.2
6,99261386,99261627,242,*,2.5,1.78,2.98,-1.2
7,28716452,28716736,285,*,2.5,1.78,2.98,-1.2
7,106031289,106031477,189,*,2.5,1.78,2.98,-1.2
7,119899315,119899635,321,*,2.5,1.78,2.98,-1.2
8,83748672,83748934,263,*,2.5,1.78,2.98,-1.2
9,32694891,32695090,200,*,2.5,1.78,2.98,-1.2
9,107335151,107335326,176,*,2.5,1.78,2.98,-1.2
CHR_MMCHR1_CHORI29_IDD5_1,61008682,61009026,345,*,2.5,1.78,2.98,-1.2
X,42343108,42343318,211,*,2.5,1.78,2.98,-1.2
X,142907495,142907908,414,*,2.5,1.78,2.98,-1.2
10,95313753,95313985,233,*,2.98,3.36,2.47,0.9
19,4994157,4994357,201,*,2.98,3.36,2.47,0.9
6,41554402,41554626,225,*,2.98,3.36,2.47,0.9
6,127151820,127151985,166,*,2.98,3.36,2.47,0.9
9,65831358,65831565,208,*,2.98,3.36,2.47,0.9
11,4339364,4339679,316,*,4.65,4.36,4.89,-0.53
2,173452221,173452607,387,*,3.8,4.1,3.43,0.67
14,101504601,101504835,235,*,3.45,3.78,3.03,0.75
7,119801055,119801382,328,*,3.28,2.78,3.65,-0.87
1,51092475,51092656,182,*,2.33,2.78,1.68,1.1
1,52022285,52022432,148,*,2.33,2.78,1.68,1.1
1,52113835,52113989,155,*,2.33,2.78,1.68,1.1
1,60888370,60888517,148,*,2.33,2.78,1.68,1.1
1,195279131,195279375,245,*,2.33,2.78,1.68,1.1
11,50306999,50307163,165,*,2.33,2.78,1.68,1.1
12,76765509,76765778,270,*,2.33,2.78,1.68,1.1
13,30833509,30833658,150,*,2.33,2.78,1.68,1.1
14,14634721,14634868,148,*,2.33,2.78,1.68,1.1
14,114350025,114350198,174,*,2.33,2.78,1.68,1.1
18,46380944,46381166,223,*,2.33,2.78,1.68,1.1
19,59905825,59906026,202,*,2.33,2.78,1.68,1.1
6,122758988,122759207,220,*,2.33,2.78,1.68,1.1
7,43436842,43436989,148,*,2.33,2.78,1.68,1.1
7,106556547,106556715,169,*,2.33,2.78,1.68,1.1
8,120736025,120736207,183,*,2.33,2.78,1.68,1.1
9,18860189,18860452,264,*,2.33,2.78,1.68,1.1
X,142902117,142902337,221,*,2.33,2.78,1.68,1.1
11,99116057,99116422,366,*,3.77,3.36,4.08,-0.71
17,72821992,72822448,457,*,3.77,3.36,4.08,-0.71
15,97458422,97458951,530,*,4.1,4.36,3.78,0.59
1,120055311,120055680,370,*,2.46,1.78,2.92,-1.14
1,160791427,160791817,391,*,2.46,1.78,2.92,-1.14
1,183180385,183180632,248,*,2.46,1.78,2.92,-1.14
10,19962787,19963045,259,*,2.46,1.78,2.92,-1.14
10,127294273,127294533,261,*,2.46,1.78,2.92,-1.14
11,31739145,31739385,241,*,2.46,1.78,2.92,-1.14
13,4256947,4257239,293,*,2.46,1.78,2.92,-1.14
13,44507122,44507451,330,*,2.46,1.78,2.92,-1.14
13,51472722,51472938,217,*,2.46,1.78,2.92,-1.14
13,51908409,51908727,319,*,2.46,1.78,2.92,-1.14
13,104286696,104286932,237,*,2.46,1.78,2.92,-1.14
14,19180243,19180505,263,*,2.46,1.78,2.92,-1.14
14,54219715,54219934,220,*,2.46,1.78,2.92,-1.14
15,5758491,5758906,416,*,2.46,1.78,2.92,-1.14
16,35905926,35906214,289,*,2.46,1.78,2.92,-1.14
16,36571927,36572214,288,*,2.46,1.78,2.92,-1.14
16,52470448,52470806,359,*,2.46,1.78,2.92,-1.14
16,64766799,64767050,252,*,2.46,1.78,2.92,-1.14
16,91056577,91056870,294,*,2.46,1.78,2.92,-1.14
17,23749018,23749295,278,*,2.46,1.78,2.92,-1.14
18,12584936,12585215,280,*,2.46,1.78,2.92,-1.14
2,34938879,34939129,251,*,2.46,1.78,2.92,-1.14
2,118469597,118469934,338,*,2.46,1.78,2.92,-1.14
3,52443998,52444222,225,*,2.46,1.78,2.92,-1.14
4,63899162,63899420,259,*,2.46,1.78,2.92,-1.14
4,101349551,101349815,265,*,2.46,1.78,2.92,-1.14
4,135108768,135109106,339,*,2.46,1.78,2.92,-1.14
5,124019995,124020216,222,*,2.46,1.78,2.92,-1.14
6,17652257,17652491,235,*,2.46,1.78,2.92,-1.14
6,47621112,47621379,268,*,2.46,1.78,2.92,-1.14
6,52889625,52889964,340,*,2.46,1.78,2.92,-1.14
6,57535252,57535525,274,*,2.46,1.78,2.92,-1.14
6,108839523,108839750,228,*,2.46,1.78,2.92,-1.14
7,58711958,58712208,251,*,2.46,1.78,2.92,-1.14
8,72277366,72277599,234,*,2.46,1.78,2.92,-1.14
9,32549482,32549787,306,*,2.46,1.78,2.92,-1.14
9,85096574,85096819,246,*,2.46,1.78,2.92,-1.14
CHR_MG3530_PATCH,67598797,67599042,246,*,2.46,1.78,2.92,-1.14
5,105062350,105062775,426,*,5.04,5.24,4.82,0.42
15,54114131,54114653,523,*,3.26,2.78,3.61,-0.83
15,62169787,62170189,403,*,3.26,2.78,3.61,-0.83
13,52914592,52915033,442,*,3.75,3.36,4.05,-0.69
1,22555814,22556059,246,*,1.2,1.78,0.22,1.56
10,26919611,26919758,148,*,1.2,1.78,0.22,1.56
10,51422650,51422810,161,*,1.2,1.78,0.22,1.56
10,51480418,51480591,174,*,1.2,1.78,0.22,1.56
10,96570269,96570457,189,*,1.2,1.78,0.22,1.56
11,20865597,20865744,148,*,1.2,1.78,0.22,1.56
13,35189412,35189559,148,*,1.2,1.78,0.22,1.56
16,64873744,64873891,148,*,1.2,1.78,0.22,1.56
18,70462768,70462915,148,*,1.2,1.78,0.22,1.56
2,22959941,22960088,148,*,1.2,1.78,0.22,1.56
4,87582466,87582613,148,*,1.2,1.78,0.22,1.56
5,104958403,104958550,148,*,1.2,1.78,0.22,1.56
6,130197617,130197804,188,*,1.2,1.78,0.22,1.56
9,5283439,5283586,148,*,1.2,1.78,0.22,1.56
9,14499404,14499551,148,*,1.2,1.78,0.22,1.56
9,66888278,66888451,174,*,1.2,1.78,0.22,1.56
X,76598773,76599193,421,*,1.2,1.78,0.22,1.56
1,131025981,131026149,169,*,3.01,3.36,2.54,0.82
2,23088759,23089021,263,*,3.01,3.36,2.54,0.82
8,33897307,33897616,310,*,3.01,3.36,2.54,0.82
8,110925477,110925835,359,*,3.01,3.36,2.54,0.82
12,54313611,54313889,279,*,3.47,3.78,3.08,0.7
13,52976184,52976465,282,*,3.47,3.78,3.08,0.7
2,43727130,43727538,409,*,3.47,3.78,3.08,0.7
7,78723632,78723849,218,*,3.47,3.78,3.08,0.7
5,62815514,62816018,505,*,4.1,3.78,4.37,-0.59
2,152830225,152830498,274,*,3.23,2.78,3.58,-0.8
4,83327926,83328229,304,*,3.23,2.78,3.58,-0.8
5,96878953,96879296,344,*,3.23,2.78,3.58,-0.8
X,134648811,134649072,262,*,3.23,2.78,3.58,-0.8
1,51513131,51513278,148,*,2.42,1.78,2.86,-1.08
1,135579699,135580027,329,*,2.42,1.78,2.86,-1.08
1,138190251,138190485,235,*,2.42,1.78,2.86,-1.08
10,19504627,19504895,269,*,2.42,1.78,2.86,-1.08
10,39773549,39773741,193,*,2.42,1.78,2.86,-1.08
10,43217245,43217612,368,*,2.42,1.78,2.86,-1.08
10,66955461,66955707,247,*,2.42,1.78,2.86,-1.08
10,67004605,67004955,351,*,2.42,1.78,2.86,-1.08
10,76562730,76563010,281,*,2.42,1.78,2.86,-1.08
11,76879875,76880107,233,*,2.42,1.78,2.86,-1.08
11,98546386,98546693,308,*,2.42,1.78,2.86,-1.08
11,109417514,109417789,276,*,2.42,1.78,2.86,-1.08
12,85427713,85427924,212,*,2.42,1.78,2.86,-1.08
13,9749433,9749686,254,*,2.42,1.78,2.86,-1.08
13,19356265,19356506,242,*,2.42,1.78,2.86,-1.08
13,102094068,102094341,274,*,2.42,1.78,2.86,-1.08
13,111778802,111779052,251,*,2.42,1.78,2.86,-1.08
15,31357017,31357261,245,*,2.42,1.78,2.86,-1.08
15,86051252,86051502,251,*,2.42,1.78,2.86,-1.08
2,11642541,11642796,256,*,2.42,1.78,2.86,-1.08
2,58194348,58194637,290,*,2.42,1.78,2.86,-1.08
3,51765354,51765639,286,*,2.42,1.78,2.86,-1.08
3,135711715,135711940,226,*,2.42,1.78,2.86,-1.08
4,40301236,40301536,301,*,2.42,1.78,2.86,-1.08
4,133263164,133263497,334,*,2.42,1.78,2.86,-1.08
4,156004121,156004407,287,*,2.42,1.78,2.86,-1.08
5,123523234,123523533,300,*,2.42,1.78,2.86,-1.08
5,139364605,139364943,339,*,2.42,1.78,2.86,-1.08
7,119836410,119836633,224,*,2.42,1.78,2.86,-1.08
7,127641333,127641612,280,*,2.42,1.78,2.86,-1.08
8,34139829,34140118,290,*,2.42,1.78,2.86,-1.08
9,65812329,65812570,242,*,2.42,1.78,2.86,-1.08
9,114487639,114487845,207,*,2.42,1.78,2.86,-1.08
9,118908265,118908598,334,*,2.42,1.78,2.86,-1.08
9,119456021,119456312,292,*,2.42,1.78,2.86,-1.08
X,23810413,23810743,331,*,2.42,1.78,2.86,-1.08
8,36182240,36182630,391,*,4.09,3.78,4.35,-0.57
11,27602612,27602779,168,*,2.37,2.78,1.81,0.97
11,51857097,51857251,155,*,2.37,2.78,1.81,0.97
16,38385870,38386067,198,*,2.37,2.78,1.81,0.97
16,79236690,79236964,275,*,2.37,2.78,1.81,0.97
2,172405009,172405228,220,*,2.37,2.78,1.81,0.97
3,82357645,82357894,250,*,2.37,2.78,1.81,0.97
3,135665790,135665982,193,*,2.37,2.78,1.81,0.97
4,47603893,47604134,242,*,2.37,2.78,1.81,0.97
4,88015792,88015966,175,*,2.37,2.78,1.81,0.97
7,139968511,139968676,166,*,2.37,2.78,1.81,0.97
8,84982578,84982730,153,*,2.37,2.78,1.81,0.97
9,118149523,118149723,201,*,2.37,2.78,1.81,0.97
9,118381944,118382116,173,*,2.37,2.78,1.81,0.97
9,124068510,124068664,155,*,2.37,2.78,1.81,0.97
1,92080163,92080429,267,*,3.49,3.78,3.13,0.65
8,34216196,34216745,550,*,3.72,3.36,4,-0.64
11,11878510,11878802,293,*,3.21,2.78,3.54,-0.76
13,44249162,44249481,320,*,3.21,2.78,3.54,-0.76
15,102459881,102460243,363,*,3.21,2.78,3.54,-0.76
2,36101568,36101911,344,*,3.21,2.78,3.54,-0.76
13,30260647,30260876,230,*,3.04,3.36,2.61,0.75
15,80590812,80590992,181,*,3.04,3.36,2.61,0.75
10,7824540,7824891,352,*,2.38,1.78,2.81,-1.03
10,25200799,25201001,203,*,2.38,1.78,2.81,-1.03
10,76016877,76017157,281,*,2.38,1.78,2.81,-1.03
11,46083467,46083674,208,*,2.38,1.78,2.81,-1.03
11,80142126,80142377,252,*,2.38,1.78,2.81,-1.03
11,117872005,117872226,222,*,2.38,1.78,2.81,-1.03
12,85182897,85183117,221,*,2.38,1.78,2.81,-1.03
13,46696921,46697187,267,*,2.38,1.78,2.81,-1.03
13,52986319,52986560,242,*,2.38,1.78,2.81,-1.03
13,101866851,101867152,302,*,2.38,1.78,2.81,-1.03
13,111655826,111656124,299,*,2.38,1.78,2.81,-1.03
13,114188838,114189121,284,*,2.38,1.78,2.81,-1.03
14,31684608,31684803,196,*,2.38,1.78,2.81,-1.03
14,70278824,70279055,232,*,2.38,1.78,2.81,-1.03
14,79393461,79393733,273,*,2.38,1.78,2.81,-1.03
14,114948996,114949250,255,*,2.38,1.78,2.81,-1.03
15,59103949,59104277,329,*,2.38,1.78,2.81,-1.03
16,21530900,21531178,279,*,2.38,1.78,2.81,-1.03
16,50204950,50205225,276,*,2.38,1.78,2.81,-1.03
16,91061403,91061658,256,*,2.38,1.78,2.81,-1.03
16,91538410,91538713,304,*,2.38,1.78,2.81,-1.03
16,94724174,94724443,270,*,2.38,1.78,2.81,-1.03
17,44702071,44702300,230,*,2.38,1.78,2.81,-1.03
18,4285082,4285297,216,*,2.38,1.78,2.81,-1.03
18,14672182,14672398,217,*,2.38,1.78,2.81,-1.03
2,35015990,35016311,322,*,2.38,1.78,2.81,-1.03
3,21952997,21953219,223,*,2.38,1.78,2.81,-1.03
3,63905213,63905555,343,*,2.38,1.78,2.81,-1.03
3,107047848,107048194,347,*,2.38,1.78,2.81,-1.03
3,115966569,115966890,322,*,2.38,1.78,2.81,-1.03
4,129049606,129049823,218,*,2.38,1.78,2.81,-1.03
5,103691651,103691870,220,*,2.38,1.78,2.81,-1.03
6,48741241,48741482,242,*,2.38,1.78,2.81,-1.03
6,48747787,48748026,240,*,2.38,1.78,2.81,-1.03
6,66917076,66917393,318,*,2.38,1.78,2.81,-1.03
6,108314058,108314319,262,*,2.38,1.78,2.81,-1.03
8,121847421,121847636,216,*,2.38,1.78,2.81,-1.03
8,125333358,125333744,387,*,2.38,1.78,2.81,-1.03
9,45080788,45080995,208,*,2.38,1.78,2.81,-1.03
9,56265678,56266058,381,*,2.38,1.78,2.81,-1.03
9,63721847,63722087,241,*,2.38,1.78,2.81,-1.03
9,75434124,75434368,245,*,2.38,1.78,2.81,-1.03
CHR_MG184_PATCH,72345650,72345945,296,*,2.38,1.78,2.81,-1.03
CHR_MMCHR1_CHORI29_IDD5_1,61084809,61085083,275,*,2.38,1.78,2.81,-1.03
10,93041887,93042211,325,*,3.85,4.1,3.54,0.56
6,31126352,31126820,469,*,3.85,4.1,3.54,0.56
10,8130119,8130498,380,*,3.19,2.78,3.51,-0.73
13,85428190,85428593,404,*,3.19,2.78,3.51,-0.73
2,117441091,117441307,217,*,3.19,2.78,3.51,-0.73
2,152825695,152826001,307,*,3.19,2.78,3.51,-0.73
1,171788644,171788859,216,*,3.51,3.78,3.17,0.6
17,8251667,8251996,330,*,3.51,3.78,3.17,0.6
1,138290185,138290375,191,*,2.41,2.78,1.92,0.86
1,184573524,184573722,199,*,2.41,2.78,1.92,0.86
11,113474184,113474345,162,*,2.41,2.78,1.92,0.86
12,16171738,16171968,231,*,2.41,2.78,1.92,0.86
12,84175505,84175718,214,*,2.41,2.78,1.92,0.86
12,86051363,86051555,193,*,2.41,2.78,1.92,0.86
14,15763461,15763659,199,*,2.41,2.78,1.92,0.86
16,57241849,57242087,239,*,2.41,2.78,1.92,0.86
17,50454135,50454335,201,*,2.41,2.78,1.92,0.86
2,5171476,5171711,236,*,2.41,2.78,1.92,0.86
2,122652479,122652650,172,*,2.41,2.78,1.92,0.86
3,98029674,98029911,238,*,2.41,2.78,1.92,0.86
4,40823851,40824053,203,*,2.41,2.78,1.92,0.86
5,64666585,64666738,154,*,2.41,2.78,1.92,0.86
7,15945851,15946037,187,*,2.41,2.78,1.92,0.86
9,80266580,80266833,254,*,2.41,2.78,1.92,0.86
1,44042148,44042405,258,*,2.34,1.78,2.74,-0.96
1,58301241,58301459,219,*,2.34,1.78,2.74,-0.96
1,80643872,80644134,263,*,2.34,1.78,2.74,-0.96
1,131089789,131090003,215,*,2.34,1.78,2.74,-0.96
1,133816127,133816499,373,*,2.34,1.78,2.74,-0.96
1,182369461,182369849,389,*,2.34,1.78,2.74,-0.96
1,182369919,182370170,252,*,2.34,1.78,2.74,-0.96
10,39776842,39777042,201,*,2.34,1.78,2.74,-0.96
10,42997803,42998038,236,*,2.34,1.78,2.74,-0.96
10,75326787,75327016,230,*,2.34,1.78,2.74,-0.96
10,94523512,94523791,280,*,2.34,1.78,2.74,-0.96
10,122578725,122579021,297,*,2.34,1.78,2.74,-0.96
11,21174558,21174760,203,*,2.34,1.78,2.74,-0.96
11,64006588,64006906,319,*,2.34,1.78,2.74,-0.96
11,68436385,68436632,248,*,2.34,1.78,2.74,-0.96
11,69268133,69268421,289,*,2.34,1.78,2.74,-0.96
11,86624358,86624622,265,*,2.34,1.78,2.74,-0.96
11,106665591,106665805,215,*,2.34,1.78,2.74,-0.96
12,92505170,92505427,258,*,2.34,1.78,2.74,-0.96
12,113248757,113249071,315,*,2.34,1.78,2.74,-0.96
13,37140604,37140813,210,*,2.34,1.78,2.74,-0.96
13,89453719,89454123,405,*,2.34,1.78,2.74,-0.96
13,95712994,95713211,218,*,2.34,1.78,2.74,-0.96
13,107573610,107573884,275,*,2.34,1.78,2.74,-0.96
15,9570386,9570620,235,*,2.34,1.78,2.74,-0.96
15,80608007,80608195,189,*,2.34,1.78,2.74,-0.96
16,91533832,91534064,233,*,2.34,1.78,2.74,-0.96
18,69300216,69300649,434,*,2.34,1.78,2.74,-0.96
18,78142206,78142465,260,*,2.34,1.78,2.74,-0.96
2,3649325,3649500,176,*,2.34,1.78,2.74,-0.96
2,76374561,76374760,200,*,2.34,1.78,2.74,-0.96
3,52271512,52271836,325,*,2.34,1.78,2.74,-0.96
3,52644372,52644567,196,*,2.34,1.78,2.74,-0.96
3,53580596,53580934,339,*,2.34,1.78,2.74,-0.96
3,96069803,96070145,343,*,2.34,1.78,2.74,-0.96
3,103206577,103206843,267,*,2.34,1.78,2.74,-0.96
4,53118627,53118895,269,*,2.34,1.78,2.74,-0.96
4,63668355,63668580,226,*,2.34,1.78,2.74,-0.96
5,62858401,62858809,409,*,2.34,1.78,2.74,-0.96
6,38789525,38789743,219,*,2.34,1.78,2.74,-0.96
6,39418289,39418584,296,*,2.34,1.78,2.74,-0.96
6,88756838,88757178,341,*,2.34,1.78,2.74,-0.96
6,99406258,99406454,197,*,2.34,1.78,2.74,-0.96
6,129208964,129209150,187,*,2.34,1.78,2.74,-0.96
6,129644353,129644542,190,*,2.34,1.78,2.74,-0.96
7,19816327,19816561,235,*,2.34,1.78,2.74,-0.96
7,102017496,102017744,249,*,2.34,1.78,2.74,-0.96
8,8984039,8984272,234,*,2.34,1.78,2.74,-0.96
9,66471889,66472193,305,*,2.34,1.78,2.74,-0.96
X,19157543,19157771,229,*,2.34,1.78,2.74,-0.96
17,48293631,48293911,281,*,3.06,3.36,2.68,0.68
6,67378209,67378392,184,*,3.06,3.36,2.68,0.68
7,144560628,144560875,248,*,3.06,3.36,2.68,0.68
8,25274961,25275246,286,*,3.06,3.36,2.68,0.68
7,3450906,3451358,453,*,3.69,3.36,3.95,-0.58
2,13413547,13413848,302,*,4.06,3.78,4.29,-0.51
3,21965575,21965930,356,*,4.79,4.59,4.98,-0.39
1,21780884,21781043,160,*,1.29,1.78,0.54,1.24
1,95201967,95202114,148,*,1.29,1.78,0.54,1.24
1,106713924,106714073,150,*,1.29,1.78,0.54,1.24
1,119713176,119713323,148,*,1.29,1.78,0.54,1.24
1,194995368,194995515,148,*,1.29,1.78,0.54,1.24
10,77389337,77389486,150,*,1.29,1.78,0.54,1.24
10,89680614,89680761,148,*,1.29,1.78,0.54,1.24
10,118977564,118977711,148,*,1.29,1.78,0.54,1.24
11,61564206,61564386,181,*,1.29,1.78,0.54,1.24
12,70999521,70999716,196,*,1.29,1.78,0.54,1.24
15,6030849,6030996,148,*,1.29,1.78,0.54,1.24
15,44427801,44427948,148,*,1.29,1.78,0.54,1.24
15,50650354,50650556,203,*,1.29,1.78,0.54,1.24
15,62374704,62374887,184,*,1.29,1.78,0.54,1.24
15,98830583,98830730,148,*,1.29,1.78,0.54,1.24
16,15973868,15974071,204,*,1.29,1.78,0.54,1.24
16,58662064,58662243,180,*,1.29,1.78,0.54,1.24
16,94698958,94699105,148,*,1.29,1.78,0.54,1.24
17,24886131,24886278,148,*,1.29,1.78,0.54,1.24
17,44121592,44121760,169,*,1.29,1.78,0.54,1.24
18,7609512,7609659,148,*,1.29,1.78,0.54,1.24
18,32067794,32068019,226,*,1.29,1.78,0.54,1.24
18,55146627,55146777,151,*,1.29,1.78,0.54,1.24
18,80228566,80228713,148,*,1.29,1.78,0.54,1.24
19,42136234,42136440,207,*,1.29,1.78,0.54,1.24
2,40247051,40247198,148,*,1.29,1.78,0.54,1.24
2,131292280,131292444,165,*,1.29,1.78,0.54,1.24
2,169519558,169519705,148,*,1.29,1.78,0.54,1.24
3,21936010,21936170,161,*,1.29,1.78,0.54,1.24
3,133614323,133614471,149,*,1.29,1.78,0.54,1.24
3,149426556,149426717,162,*,1.29,1.78,0.54,1.24
5,28315641,28315843,203,*,1.29,1.78,0.54,1.24
5,65724672,65724819,148,*,1.29,1.78,0.54,1.24
5,96857274,96857421,148,*,1.29,1.78,0.54,1.24
6,28469825,28470025,201,*,1.29,1.78,0.54,1.24
6,47294319,47294473,155,*,1.29,1.78,0.54,1.24
6,134863270,134863467,198,*,1.29,1.78,0.54,1.24
8,23095467,23095880,414,*,1.29,1.78,0.54,1.24
8,81823144,81823333,190,*,1.29,1.78,0.54,1.24
8,86819567,86819714,148,*,1.29,1.78,0.54,1.24
9,8888490,8888640,151,*,1.29,1.78,0.54,1.24
9,24113820,24113967,148,*,1.29,1.78,0.54,1.24
9,63512935,63513082,148,*,1.29,1.78,0.54,1.24
9,123354601,123354771,171,*,1.29,1.78,0.54,1.24
X,52801599,52801746,148,*,1.29,1.78,0.54,1.24
X,103393993,103394167,175,*,1.29,1.78,0.54,1.24
X,159522344,159522504,161,*,1.29,1.78,0.54,1.24
11,98596065,98596404,340,*,3.16,2.78,3.47,-0.69
12,69257929,69258219,291,*,3.16,2.78,3.47,-0.69
15,27625213,27625629,417,*,3.16,2.78,3.47,-0.69
19,36378601,36378922,322,*,3.16,2.78,3.47,-0.69
5,105005093,105005340,248,*,3.16,2.78,3.47,-0.69
7,66547550,66548012,463,*,3.16,2.78,3.47,-0.69
7,106551277,106551555,279,*,3.16,2.78,3.47,-0.69
12,25189202,25189501,300,*,3.53,3.78,3.22,0.56
17,35000453,35000685,233,*,3.53,3.78,3.22,0.56
10,128645720,128646039,320,*,3.88,4.1,3.61,0.49
8,95080722,95081003,282,*,3.88,4.1,3.61,0.49
1,171783058,171783349,292,*,4.16,4.36,3.92,0.44
1,43225070,43225274,205,*,2.3,1.78,2.68,-0.9
1,153305810,153305985,176,*,2.3,1.78,2.68,-0.9
1,165789914,165790230,317,*,2.3,1.78,2.68,-0.9
1,182988519,182988727,209,*,2.3,1.78,2.68,-0.9
1,191193801,191194094,294,*,2.3,1.78,2.68,-0.9
10,26828423,26828665,243,*,2.3,1.78,2.68,-0.9
10,43997318,43997549,232,*,2.3,1.78,2.68,-0.9
11,4235844,4236050,207,*,2.3,1.78,2.68,-0.9
11,31738076,31738283,208,*,2.3,1.78,2.68,-0.9
11,46075520,46075725,206,*,2.3,1.78,2.68,-0.9
11,108052513,108052775,263,*,2.3,1.78,2.68,-0.9
12,25864196,25864404,209,*,2.3,1.78,2.68,-0.9
12,88360449,88360707,259,*,2.3,1.78,2.68,-0.9
