seqnames,start,end,width,strand,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,ENSEMBL,SYMBOL,GENENAME
chr7,99785664,99786002,339,*,Distal Intergenic,7,99767164,99768130,967,1,258353,ENSMUST00000098263.2,18500,ENSMUSG00000073997,Olfr521,olfactory receptor 521
chr7,100855978,100856152,175,*,Promoter (<=1kb),7,100851112,100856302,5191,2,320100,ENSMUST00000139604.7,150,ENSMUSG00000008318,Relt,RELT tumor necrosis factor receptor
chr7,101287998,101288204,207,*,Promoter (2-3kb),7,101289617,101290459,843,2,73683,ENSMUST00000124617.1,2255,ENSMUSG00000047767,Atg16l2,autophagy related 16-like 2 (S. cerevisiae)
chr7,101551097,101551630,534,*,Promoter (9-10kb),7,101552453,101560865,8413,2,11871,ENSMUST00000173420.1,9235,ENSMUSG00000092517,Art2a,ADP-ribosyltransferase 2a
chr7,102017497,102017744,248,*,Promoter (<=1kb),7,102014885,102018155,3271,2,16068,ENSMUST00000209844.1,411,ENSMUSG00000070427,Il18bp,interleukin 18 binding protein
chr7,103812233,103812413,181,*,Promoter (1-2kb),7,103812524,103813996,1473,2,101488143,ENSMUST00000098192.3,1583,ENSMUSG00000073940,Hbb-bt,"hemoglobin, beta adult t chain"
chr7,104290755,104290938,184,*,Promoter (2-3kb),7,104263386,104288094,24709,2,667823,ENSMUST00000098179.8,-2661,ENSMUSG00000060441,Trim5,tripartite motif-containing 5
chr7,104315354,104315559,206,*,Promoter (<=1kb),7,104299897,104315455,15559,2,76681,ENSMUST00000106837.7,0,ENSMUSG00000066258,Trim12a,tripartite motif-containing 12A
chr7,106031290,106031477,188,*,"Intron (ENSMUST00000176647.1/ENSMUST00000176647.1, intron 1 of 1)",7,106076751,106084046,7296,2,668108,ENSMUST00000183386.1,52569,NA,Gm8979,very large inducible GTPase 1 pseudogene
chr7,106031641,106032013,373,*,"Intron (ENSMUST00000176647.1/ENSMUST00000176647.1, intron 1 of 1)",7,106076751,106084046,7296,2,668108,ENSMUST00000183386.1,52033,NA,Gm8979,very large inducible GTPase 1 pseudogene
chr7,106236586,106237006,421,*,Distal Intergenic,7,106156556,106215326,58771,2,100042856,ENSMUST00000183409.1,-21260,ENSMUSG00000078606,Gm4070,predicted gene 4070
chr7,106256818,106257009,192,*,Distal Intergenic,7,106156556,106215326,58771,2,100042856,ENSMUST00000183409.1,-41492,ENSMUSG00000078606,Gm4070,predicted gene 4070
chr7,106279566,106279739,174,*,Distal Intergenic,7,106323414,106330688,7275,2,668128,ENSMUST00000184782.1,50949,NA,Gm8989,very large inducible GTPase 1 pseudogene
chr7,106279916,106280285,370,*,Distal Intergenic,7,106323414,106330688,7275,2,668128,ENSMUST00000184782.1,50403,NA,Gm8989,very large inducible GTPase 1 pseudogene
chr7,106551278,106551555,278,*,Distal Intergenic,7,106677534,106678485,952,2,258445,ENSMUST00000057817.2,126930,ENSMUSG00000051680,Olfr693,olfactory receptor 693
chr7,107664299,107664571,273,*,"Intron (ENSMUST00000040056.14/19024, intron 3 of 24)",7,107606844,107748583,141740,1,19024,ENSMUST00000098134.4,57455,ENSMUSG00000036528,Ppfibp2,"PTPRF interacting protein, binding protein 2 (liprin beta 2)"
chr7,109936732,109937106,375,*,"Intron (ENSMUST00000106722.1/19347, intron 1 of 21)",7,109921264,109925050,3787,2,19347,ENSMUST00000139579.1,-11682,ENSMUSG00000035901,Dennd5a,DENN/MADD domain containing 5A
chr7,109951304,109951806,503,*,Promoter (8-9kb),7,109934059,109960323,26265,2,19347,ENSMUST00000151923.1,8517,ENSMUSG00000035901,Dennd5a,DENN/MADD domain containing 5A
chr7,114171402,114172035,634,*,Distal Intergenic,7,114215594,114218161,2568,2,70349,ENSMUST00000209394.1,46126,ENSMUSG00000030754,Copb1,"coatomer protein complex, subunit beta 1"
chr7,119801056,119801382,327,*,Promoter (6-7kb),7,119794151,119820856,26706,1,434234,ENSMUST00000137015.1,6905,ENSMUSG00000030924,Rexo5,RNA exonuclease 5
chr7,119836094,119836306,213,*,Promoter (1-2kb),7,119834357,119844039,9683,1,434234,ENSMUST00000138689.1,1737,ENSMUSG00000030924,Rexo5,RNA exonuclease 5
chr7,119836411,119836633,223,*,Promoter (2-3kb),7,119834357,119844039,9683,1,434234,ENSMUST00000138689.1,2054,ENSMUSG00000030924,Rexo5,RNA exonuclease 5
chr7,119854849,119855166,318,*,Promoter (6-7kb),7,119859621,119861804,2184,2,233805,ENSMUST00000137888.1,6638,ENSMUSG00000048787,Dcun1d3,"DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae)"
chr7,119899316,119899635,320,*,Promoter (<=1kb),7,119900108,119916756,16649,1,73919,ENSMUST00000106516.1,-473,ENSMUSG00000030922,Lyrm1,LYR motif containing 1
chr7,119906660,119906977,318,*,Promoter (6-7kb),7,119900131,119916325,16195,1,73919,ENSMUST00000208411.1,6529,ENSMUSG00000030922,Lyrm1,LYR motif containing 1
chr7,122924274,122924475,202,*,Distal Intergenic,7,122965686,122976008,10323,1,19647,ENSMUST00000148880.1,-41211,ENSMUSG00000030779,Rbbp6,"retinoblastoma binding protein 6, ubiquitin ligase"
chr7,123322323,123322469,147,*,"Intron (ENSMUST00000207010.1/70497, intron 4 of 19)",7,123286986,123296590,9605,2,70497,ENSMUST00000205785.1,-25733,ENSMUSG00000030766,Arhgap17,Rho GTPase activating protein 17
chr7,123322881,123323137,257,*,"Intron (ENSMUST00000207010.1/70497, intron 4 of 19)",7,123286986,123296590,9605,2,70497,ENSMUST00000205785.1,-26291,ENSMUSG00000030766,Arhgap17,Rho GTPase activating protein 17
chr7,125191851,125192199,349,*,Distal Intergenic,7,125284025,125338272,54248,2,71208,ENSMUST00000205794.1,146073,ENSMUSG00000045928,4933440M02Rik,RIKEN cDNA 4933440M02 gene
chr7,125472154,125472458,305,*,Promoter (6-7kb),7,125471167,125478559,7393,2,67711,ENSMUST00000149289.1,6101,ENSMUSG00000030750,Nsmce1,"NSE1 homolog, SMC5-SMC6 complex component"
chr7,125488905,125489077,173,*,Promoter (2-3kb),7,125471113,125491399,20287,2,67711,ENSMUST00000138616.2,2322,ENSMUSG00000030750,Nsmce1,"NSE1 homolog, SMC5-SMC6 complex component"
chr7,125554516,125554824,309,*,Promoter (2-3kb),7,125552287,125577967,25681,1,16190,ENSMUST00000206846.1,2229,ENSMUSG00000030748,Il4ra,"interleukin 4 receptor, alpha"
chr7,125588747,125588988,242,*,Distal Intergenic,7,125603429,125631506,28078,1,60504,ENSMUST00000206234.1,-14441,ENSMUSG00000030745,Il21r,interleukin 21 receptor
chr7,127175262,127175439,178,*,Distal Intergenic,7,127194462,127195444,983,2,70233,ENSMUST00000205355.1,20005,ENSMUSG00000042502,Cd2bp2,CD2 cytoplasmic tail binding protein 2
chr7,127641334,127641612,279,*,Distal Intergenic,7,127608756,127615797,7042,2,320683,ENSMUST00000132524.7,-25537,ENSMUSG00000045639,Zfp629,zinc finger protein 629
chr7,128461430,128461612,183,*,Promoter (<=1kb),7,128440225,128461652,21428,2,21843,ENSMUST00000141079.7,40,ENSMUSG00000030846,Tial1,Tia1 cytotoxic granule-associated RNA binding protein-like 1
chr7,132428443,132428594,152,*,"Intron (ENSMUST00000124096.7/14183, intron 2 of 6)",7,132235780,132317228,81449,2,77590,ENSMUST00000080215.5,-111215,ENSMUSG00000030930,Chst15,carbohydrate sulfotransferase 15
chr7,135591481,135591843,363,*,Promoter (1-2kb),7,135593388,135683355,89968,1,19267,ENSMUST00000211788.1,-1545,ENSMUSG00000041836,Ptpre,"protein tyrosine phosphatase, receptor type, E"
chr7,138903950,138904279,330,*,Promoter (5-6kb),7,138898710,138909479,10770,2,12176,ENSMUST00000125359.1,5200,ENSMUSG00000078566,Bnip3,BCL2/adenovirus E1B interacting protein 3
chr7,139968512,139968676,165,*,"Intron (ENSMUST00000139218.1/ENSMUST00000139218.1, intron 2 of 4)",7,139972442,139978719,6278,2,381933,ENSMUST00000209335.1,10043,ENSMUSG00000073795,Spef1l,sperm flagellar 1 like
chr7,140206987,140207217,231,*,Promoter (4-5kb),7,140201743,140202800,1058,2,258055,ENSMUST00000051943.5,-4187,ENSMUSG00000050366,Olfr524,olfactory receptor 524
chr7,140320927,140321395,469,*,Promoter (1-2kb),7,140322602,140323651,1050,1,258958,ENSMUST00000078103.2,-1207,ENSMUSG00000061489,Olfr525,olfactory receptor 525
chr7,140990835,140991079,245,*,Distal Intergenic,7,141009586,141010770,1185,2,66141,ENSMUST00000026565.6,19691,ENSMUSG00000025492,Ifitm3,interferon induced transmembrane protein 3
chr7,144560629,144560875,247,*,Promoter (6-7kb),7,144476758,144553729,76972,2,233977,ENSMUST00000168134.9,-6900,ENSMUSG00000037519,Ppfia1,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1"
chr8,8984040,8984272,233,*,Distal Intergenic,8,9125412,9132288,6877,2,71249,ENSMUST00000208031.1,148016,ENSMUSG00000108848,4933430N04Rik,RIKEN cDNA 4933430N04 gene
chr8,10480929,10481128,200,*,"Intron (ENSMUST00000207477.1/244281, intron 23 of 34)",8,10272572,10634741,362170,1,244281,ENSMUST00000042103.8,208357,ENSMUSG00000039057,Myo16,myosin XVI
chr8,10990533,10990708,176,*,"Intron (ENSMUST00000040514.7/384783, intron 1 of 1)",8,11007850,11054536,46687,1,619321,ENSMUST00000180750.7,-17142,ENSMUSG00000096938,9530052E02Rik,RIKEN cDNA 9530052E02 gene
chr8,11453113,11453290,178,*,Downstream (<1kb),8,11441109,11443702,2594,1,12827,ENSMUST00000146219.1,12004,ENSMUSG00000031503,Col4a2,"collagen, type IV, alpha 2"
chr8,11463969,11464178,210,*,"Intron (ENSMUST00000033900.6/19332, intron 1 of 1)",8,11477929,11480241,2313,1,102132,ENSMUST00000180408.1,-13751,ENSMUSG00000096957,E230013L22Rik,RIKEN cDNA E230013L22 gene
chr8,12389733,12389909,177,*,Promoter (3-4kb),8,12385771,12436768,50998,1,434280,ENSMUST00000186174.7,3962,ENSMUSG00000047935,Sox1ot,Sox1 overlapping transcript
chr8,13263532,13263811,280,*,Promoter (9-10kb),8,13235655,13254162,18508,2,234072,ENSMUST00000033825.10,-9370,ENSMUSG00000031448,Adprhl1,ADP-ribosylhydrolase like 1
chr8,13595545,13595691,147,*,"Intron (ENSMUST00000117551.3/19414, intron 6 of 23)",8,13595809,13606108,10300,2,19414,ENSMUST00000132637.7,10417,ENSMUSG00000031453,Rasa3,RAS p21 protein activator 3
chr8,14088744,14089066,323,*,Promoter (1-2kb),8,14033697,14090279,56583,2,234086,ENSMUST00000211242.1,1213,ENSMUSG00000051978,Erich1,glutamate rich 1
chr8,15018791,15019417,627,*,Promoter (7-8kb),8,15011306,15027093,15788,1,74901,ENSMUST00000184598.1,7485,ENSMUSG00000055675,Kbtbd11,kelch repeat and BTB (POZ) domain containing 11
chr8,23256230,23256479,250,*,Promoter (<=1kb),8,23241353,23257021,15669,2,57437,ENSMUST00000121783.6,542,ENSMUSG00000015341,Golga7,"golgi autoantigen, golgin subfamily a, 7"
chr8,25009719,25009881,163,*,Promoter (6-7kb),8,24949653,25016812,67160,2,11502,ENSMUST00000084032.5,6931,ENSMUSG00000031555,Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma)
chr8,25274962,25275246,285,*,Distal Intergenic,8,25182759,25256588,73830,2,320165,ENSMUST00000209827.1,-18374,ENSMUSG00000065954,Tacc1,"transforming, acidic coiled-coil containing protein 1"
chr8,25601146,25601519,374,*,Promoter (<=1kb),8,25601601,25677214,75614,1,234135,ENSMUST00000155861.7,-82,ENSMUSG00000054823,Nsd3,nuclear receptor binding SET domain protein 3
chr8,25625278,25625788,511,*,"Intron (ENSMUST00000155861.7/234135, intron 1 of 9)",8,25640284,25719667,79384,1,234135,ENSMUST00000084026.11,-14496,ENSMUSG00000054823,Nsd3,nuclear receptor binding SET domain protein 3
chr8,33230115,33230261,147,*,Distal Intergenic,8,33235684,33330550,94867,2,22427,ENSMUST00000211498.1,100289,ENSMUSG00000031583,Wrn,Werner syndrome RecQ like helicase
chr8,34139830,34140118,289,*,Promoter (6-7kb),8,34135572,34147033,11462,2,68192,ENSMUST00000033910.8,6915,ENSMUSG00000031513,Leprotl1,leptin receptor overlapping transcript-like 1
chr8,34216197,34216745,549,*,Distal Intergenic,8,34166622,34166712,91,2,102465211,ENSMUST00000183885.1,-49485,ENSMUSG00000098785,Mir6395,microRNA 6395
chr8,34740159,34740568,410,*,Distal Intergenic,8,34807297,34819894,12598,1,319520,ENSMUST00000033930.4,-66729,ENSMUSG00000031530,Dusp4,dual specificity phosphatase 4
chr8,34756202,34756467,266,*,Distal Intergenic,8,34807297,34819894,12598,1,319520,ENSMUST00000033930.4,-50830,ENSMUSG00000031530,Dusp4,dual specificity phosphatase 4
chr8,34781968,34782143,176,*,Distal Intergenic,8,34807297,34819894,12598,1,319520,ENSMUST00000033930.4,-25154,ENSMUSG00000031530,Dusp4,dual specificity phosphatase 4
chr8,35425998,35426188,191,*,Distal Intergenic,8,35376660,35379526,2867,1,244416,ENSMUST00000211472.1,49338,ENSMUSG00000046794,Ppp1r3b,"protein phosphatase 1, regulatory subunit 3B"
chr8,35428608,35429155,548,*,Distal Intergenic,8,35376660,35379526,2867,1,244416,ENSMUST00000211472.1,51948,ENSMUSG00000046794,Ppp1r3b,"protein phosphatase 1, regulatory subunit 3B"
chr8,35482165,35482549,385,*,"Exon (ENSMUST00000033927.7/67276, exon 3 of 7)",8,35482653,35495052,12400,2,67276,ENSMUST00000210483.1,12503,ENSMUSG00000031527,Eri1,exoribonuclease 1
chr8,36182241,36182630,390,*,Distal Intergenic,8,36159479,36161588,2110,1,330738,ENSMUST00000211253.1,22762,ENSMUSG00000109704,Gm38414,"predicted gene, 38414"
chr8,46511492,46511667,176,*,"Exon (ENSMUST00000128746.2/14081, exon 5 of 6)",8,46526786,46528652,1867,1,14081,ENSMUST00000133161.1,-15119,ENSMUSG00000018796,Acsl1,acyl-CoA synthetase long-chain family member 1
chr8,46739324,46739610,287,*,Promoter (<=1kb),8,46668808,46739508,70701,2,100503498,ENSMUST00000208508.2,0,ENSMUSG00000097534,Gm16675,"predicted gene, 16675"
chr8,46921199,46921444,246,*,Distal Intergenic,8,46986887,47096762,109876,1,320981,ENSMUST00000039840.14,-65443,ENSMUSG00000038173,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6
chr8,46990990,46991195,206,*,Promoter (4-5kb),8,46986954,47082794,95841,1,320981,ENSMUST00000119686.1,4036,ENSMUSG00000038173,Enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6
chr8,57435544,57435758,215,*,Distal Intergenic,8,57455923,57477585,21663,1,20284,ENSMUST00000034023.3,-20165,ENSMUSG00000031610,Scrg1,scrapie responsive gene 1
chr8,57624111,57624430,320,*,"Intron (ENSMUST00000034021.11/108150, intron 1 of 11)",8,57651757,57662548,10792,1,100502619,ENSMUST00000211284.1,-27327,NA,AW046200,expressed sequence AW046200
chr8,57792262,57792453,192,*,Promoter (4-5kb),8,57776225,57796590,20366,2,270049,ENSMUST00000204067.2,4137,ENSMUSG00000096914,Galntl6,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6
chr8,61451410,61451625,216,*,Distal Intergenic,8,61487734,61506694,18961,1,234309,ENSMUST00000034058.13,-36109,ENSMUSG00000031641,Cbr4,carbonyl reductase 4
chr8,66861508,66861902,395,*,Promoter (<=1kb),8,66860957,66883597,22641,1,234344,ENSMUST00000212916.1,551,ENSMUSG00000014907,Naf1,nuclear assembly factor 1 ribonucleoprotein
chr8,68126178,68126509,332,*,"Intron (ENSMUST00000212960.1/234353, intron 1 of 16)",8,67790470,68062286,271817,2,234353,ENSMUST00000150169.7,-63892,ENSMUSG00000030465,Psd3,pleckstrin and Sec7 domain containing 3
chr8,70512453,70512725,273,*,Promoter (1-2kb),8,70508328,70510801,2474,2,22186,ENSMUST00000135446.7,-1652,ENSMUSG00000090137,Uba52,ubiquitin A-52 residue ribosomal protein fusion product 1
chr8,70549784,70549995,212,*,"Intron (ENSMUST00000210155.1/13716, intron 1 of 4)",8,70539688,70592858,53171,1,13716,ENSMUST00000093454.7,10096,ENSMUSG00000070002,Ell,elongation factor RNA polymerase II
chr8,70673586,70673765,180,*,Promoter (<=1kb),8,70673432,70678746,5315,1,50783,ENSMUST00000210987.1,154,ENSMUSG00000031848,Lsm4,"LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated"
chr8,72272553,72272958,406,*,Distal Intergenic,8,72252935,72256912,3978,1,11767,ENSMUST00000151546.1,19618,ENSMUSG00000003033,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1"
chr8,72277367,72277599,233,*,Distal Intergenic,8,72252935,72256912,3978,1,11767,ENSMUST00000151546.1,24432,ENSMUSG00000003033,Ap1m1,"adaptor-related protein complex AP-1, mu subunit 1"
chr8,72351037,72351530,494,*,"Intron (ENSMUST00000163643.2/13859, intron 22 of 23)",8,72345967,72374314,28348,2,13859,ENSMUST00000212257.1,22784,ENSMUSG00000006276,Eps15l1,epidermal growth factor receptor pathway substrate 15-like 1
chr8,81636266,81636544,279,*,"Intron (ENSMUST00000172167.8/234515, intron 2 of 4)",8,81715200,82122559,407360,1,234515,ENSMUST00000042529.13,-78656,ENSMUSG00000037940,Inpp4b,"inositol polyphosphate-4-phosphatase, type II"
chr8,81707431,81707789,359,*,Promoter (7-8kb),8,81715200,82122559,407360,1,234515,ENSMUST00000042529.13,-7411,ENSMUSG00000037940,Inpp4b,"inositol polyphosphate-4-phosphatase, type II"
chr8,81766009,81766341,333,*,Promoter (1-2kb),8,81767801,81811807,44007,1,234515,ENSMUST00000164870.1,-1460,ENSMUSG00000037940,Inpp4b,"inositol polyphosphate-4-phosphatase, type II"
chr8,81782741,81783018,278,*,Promoter (9-10kb),8,81773113,82069002,295890,1,234515,ENSMUST00000170160.7,9628,ENSMUSG00000037940,Inpp4b,"inositol polyphosphate-4-phosphatase, type II"
chr8,82201804,82202042,239,*,"Intron (ENSMUST00000210654.1/ENSMUST00000210654.1, intron 2 of 11)",8,82331914,82344473,12560,2,16168,ENSMUST00000209687.1,142431,ENSMUSG00000031712,Il15,interleukin 15
chr8,83699760,83699984,225,*,Promoter (<=1kb),8,83666536,83699179,32644,2,320795,ENSMUST00000005616.15,-581,ENSMUSG00000057672,Pkn1,protein kinase N1
chr8,83748673,83748934,262,*,Promoter (7-8kb),8,83723251,83741326,18076,2,26364,ENSMUST00000166939.7,-7347,ENSMUSG00000002885,Adgre5,adhesion G protein-coupled receptor E5
chr8,84982579,84982730,152,*,Promoter (3-4kb),8,84976910,84978718,1809,2,16477,ENSMUST00000064922.6,-3861,ENSMUSG00000052837,Junb,jun B proto-oncogene
chr8,85624395,85624629,235,*,Distal Intergenic,8,85636588,85690973,54386,2,74513,ENSMUST00000109686.3,66344,ENSMUSG00000036902,Neto2,neuropilin (NRP) and tolloid (TLL)-like 2
chr8,90871596,90872076,481,*,"Exon (ENSMUST00000211215.1/109151, exon 3 of 3)",8,90849667,90872090,22424,1,109151,ENSMUST00000211795.1,21929,ENSMUSG00000056608,Chd9,chromodomain helicase DNA binding protein 9
chr8,94413518,94413823,306,*,Distal Intergenic,8,94393531,94394909,1379,1,64209,ENSMUST00000160866.1,19987,ENSMUSG00000031770,Herpud1,"homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1"
chr8,94919286,94919498,213,*,Promoter (1-2kb),8,94902869,94918098,15230,2,234582,ENSMUST00000077955.5,-1188,ENSMUSG00000063605,Ccdc102a,coiled-coil domain containing 102A
chr8,95080723,95081003,281,*,Promoter (<=1kb),8,95081186,95100211,19026,1,74187,ENSMUST00000034239.8,-183,ENSMUSG00000031787,Katnb1,katanin p80 (WD40-containing) subunit B 1
chr8,95247223,95247632,410,*,"Intron (ENSMUST00000119870.8/333329, intron 31 of 32)",8,95240981,95281590,40610,2,333329,ENSMUST00000120044.8,33958,ENSMUSG00000031789,Cngb1,cyclic nucleotide gated channel beta 1
chr8,108317484,108317643,160,*,"Intron (ENSMUST00000220518.1/11906, intron 2 of 15)",8,108553252,108584595,31344,2,109215,ENSMUST00000211953.1,266952,ENSMUSG00000110613,Lncbate1,brown adipose tissue enriched long non-coding RNA 1
chr8,111534180,111534375,196,*,Promoter (1-2kb),8,111536097,111625720,89624,1,170737,ENSMUST00000172856.7,-1722,ENSMUSG00000033545,Znrf1,zinc and ring finger 1
chr8,111645728,111645970,243,*,Promoter (2-3kb),8,111643537,111670682,27146,1,22640,ENSMUST00000211926.1,2191,ENSMUSG00000055835,Zfp1,zinc finger protein 1
chr8,114977949,114978120,172,*,"Intron (ENSMUST00000004756.13/80707, intron 8 of 8)",8,114712167,115352143,639977,1,80707,ENSMUST00000162052.7,265782,ENSMUSG00000004637,Wwox,WW domain-containing oxidoreductase
chr8,115188477,115188701,225,*,"Intron (ENSMUST00000004756.13/80707, intron 8 of 8)",8,114712167,115352143,639977,1,80707,ENSMUST00000162052.7,476310,ENSMUSG00000004637,Wwox,WW domain-containing oxidoreductase
chr8,115568526,115568748,223,*,Distal Intergenic,8,115701435,115707794,6360,2,17132,ENSMUST00000109104.1,139046,ENSMUSG00000055435,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog
chr8,115625180,115625438,259,*,Distal Intergenic,8,115701435,115707794,6360,2,17132,ENSMUST00000109104.1,82356,ENSMUSG00000055435,Maf,avian musculoaponeurotic fibrosarcoma oncogene homolog
chr8,116689799,116690189,391,*,"Intron (ENSMUST00000109102.3/75796, intron 1 of 6)",8,116574400,116732991,158592,2,75796,ENSMUST00000109102.3,42802,ENSMUSG00000031758,Cdyl2,"chromodomain protein, Y chromosome-like 2"
chr8,120699429,120699796,368,*,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120673152,120674207,1056,1,12857,ENSMUST00000181026.1,26277,ENSMUSG00000031818,Cox4i1,cytochrome c oxidase subunit 4I1
chr8,120715376,120715628,253,*,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,120736358,120755404,19047,1,15900,ENSMUST00000160943.2,-20730,ENSMUSG00000041515,Irf8,interferon regulatory factor 8
chr8,121847422,121847636,215,*,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,121796313,121829569,33257,2,234825,ENSMUST00000045884.16,-17853,ENSMUSG00000040263,Klhdc4,kelch domain containing 4
chr8,122962080,122962343,264,*,"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",8,122906063,122974773,68711,2,77087,ENSMUST00000174833.1,12430,ENSMUSG00000035569,Ankrd11,ankyrin repeat domain 11
chr8,123162751,123163133,383,*,Promoter (4-5kb),8,123157271,123158315,1045,2,57429,ENSMUST00000152722.1,-4436,ENSMUSG00000000739,Sult5a1,"sulfotransferase family 5A, member 1"
chr8,125092563,125093012,450,*,Promoter (4-5kb),8,125087987,125102878,14892,1,244667,ENSMUST00000126111.1,4576,ENSMUSG00000043051,Disc1,disrupted in schizophrenia 1
chr8,126804269,126804442,174,*,Distal Intergenic,8,126839233,126851473,12241,1,414091,ENSMUST00000212914.1,-34791,NA,A630001O12Rik,RIKEN cDNA A630001O12 gene
chr8,126848296,126848613,318,*,Promoter (9-10kb),8,126839233,126851473,12241,1,414091,ENSMUST00000212914.1,9063,NA,A630001O12Rik,RIKEN cDNA A630001O12 gene
chr8,126852057,126852344,288,*,"Intron (ENSMUST00000212406.1/ENSMUST00000212406.1, intron 1 of 8)",8,126839233,126851473,12241,1,414091,ENSMUST00000212914.1,12824,NA,A630001O12Rik,RIKEN cDNA A630001O12 gene
chr8,126875583,126875987,405,*,"Intron (ENSMUST00000212406.1/ENSMUST00000212406.1, intron 1 of 8)",8,126839233,126851473,12241,1,414091,ENSMUST00000212914.1,36350,NA,A630001O12Rik,RIKEN cDNA A630001O12 gene
chr8,128563066,128563514,449,*,Distal Intergenic,8,128685654,128733200,47547,1,16412,ENSMUST00000090006.11,-122140,ENSMUSG00000025809,Itgb1,integrin beta 1 (fibronectin receptor beta)
chr9,13639693,13639918,226,*,"Intron (ENSMUST00000159294.8/270118, intron 2 of 4)",9,13621646,13707343,85698,1,270118,ENSMUST00000034401.14,18047,ENSMUSG00000031925,Maml2,mastermind like transcriptional coactivator 2
chr9,14737589,14737972,384,*,Promoter (2-3kb),9,14701778,14740721,38944,2,330890,ENSMUST00000115644.8,2749,ENSMUSG00000036912,Piwil4,piwi-like RNA-mediated gene silencing 4
chr9,15015339,15015793,455,*,Promoter (4-5kb),9,15007918,15010508,2591,2,55991,ENSMUST00000166933.1,-4831,ENSMUSG00000031934,Panx1,pannexin 1
chr9,32420846,32421064,219,*,Downstream (1-2kb),9,32393985,32399197,5213,1,56379,ENSMUST00000172015.2,26861,ENSMUSG00000041248,Kcnj1,"potassium inwardly-rectifying channel, subfamily J, member 1"
chr9,32480558,32480754,197,*,"Intron (ENSMUST00000016231.13/14247, intron 1 of 8)",9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,60841,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32487741,32488044,304,*,"Intron (ENSMUST00000016231.13/14247, intron 1 of 8)",9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,53551,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32489315,32489530,216,*,"Intron (ENSMUST00000016231.13/14247, intron 1 of 8)",9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,52065,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32518404,32518550,147,*,"Intron (ENSMUST00000016231.13/14247, intron 1 of 8)",9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,23045,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32522092,32522316,225,*,"Intron (ENSMUST00000016231.13/14247, intron 1 of 8)",9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,19279,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32533961,32534260,300,*,Promoter (7-8kb),9,32422204,32541595,119392,2,14247,ENSMUST00000016231.13,7335,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32549483,32549787,305,*,Promoter (6-7kb),9,32428059,32542861,114803,2,14247,ENSMUST00000183767.1,-6622,ENSMUSG00000016087,Fli1,Friend leukemia integration 1
chr9,32694892,32695090,199,*,Promoter (<=1kb),9,32696022,32757820,61799,1,23871,ENSMUST00000034534.12,-932,ENSMUSG00000032035,Ets1,"E26 avian leukemia oncogene 1, 5' domain"
chr9,32723067,32723343,277,*,"Intron (ENSMUST00000183879.1/23871, intron 3 of 3)",9,32696384,32754428,58045,1,23871,ENSMUST00000184364.1,26683,ENSMUSG00000032035,Ets1,"E26 avian leukemia oncogene 1, 5' domain"
chr9,32915712,32915984,273,*,"Intron (ENSMUST00000185169.1/330917, intron 1 of 3)",9,32904937,32928966,24030,2,330917,ENSMUST00000185169.1,12982,NA,Gm27162,predicted gene 27162
chr9,35123808,35124274,467,*,Promoter (4-5kb),9,35054063,35119268,65206,2,20443,ENSMUST00000215089.1,-4540,ENSMUSG00000032038,St3gal4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4"
chr9,35264580,35264898,319,*,Promoter (2-3kb),9,35221400,35267755,46356,2,109229,ENSMUST00000217306.1,2857,ENSMUSG00000050471,Fam118b,"family with sequence similarity 118, member B"
chr9,44009498,44009648,151,*,Distal Intergenic,9,44043384,44048579,5196,1,21838,ENSMUST00000114840.1,-33736,ENSMUSG00000032011,Thy1,"thymus cell antigen 1, theta"
